item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
ownkind,3,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",1.5,strongly disagree<|im_end|>,strongly disagree,0
spankchildren,3,Good parents sometimes have to spank their children.,1.5,- disagree<|im_end|>,disagree,1
naturalsecrets,3,It’s natural for children to keep some secrets from their parents.,1.5,agree<|im_end|>,agree,2
marijuanalegal,3,Possessing marijuana for personal use should not be a criminal offence.,1.5,agree<|im_end|>,agree,2
schooljobs,3,The prime function of schooling should be to equip the future generation to find jobs.,1.5,disagree<|im_end|>,disagree,1
inheritablereproduce,3,People with serious inheritable disabilities should not be allowed to reproduce.,1.5,strongly disagree<|im_end|>,strongly disagree,0
childrendiscipline,3,The most important thing for children to learn is to accept discipline.,1.5,disagree<|im_end|>,disagree,1
savagecivilised,3,There are no savage and civilised peoples; there are only different cultures.,1.5,agree<|im_end|>,agree,2
abletowork,3,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",1.5,- agree<|im_end|>,agree,2
represstroubles,3,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",1.5,disagree<|im_end|>,disagree,1
immigrantsintegrated,3,First-generation immigrants can never be fully integrated within their new country.,1.5,strongly disagree<|im_end|>,strongly disagree,0
goodforcorporations,3,"What’s good for the most successful corporations is always, ultimately, good for all of us.",1.5,disagree<|im_end|>,disagree,1
broadcastingfunding,3,"No broadcasting institution, however independent its content, should receive public funding.",1.5,- disagree<|im_end|>,disagree,1
libertyterrorism,4,Our civil liberties are being excessively curbed in the name of counter-terrorism.,1.5,- strongly disagree<|im_end|>,strongly disagree,0
onepartystate,4,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,1.5,- disagree<|im_end|>,disagree,1
serveillancewrongdoers,4,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",1.5,- disagree<|im_end|>,disagree,1
deathpenalty,4,The death penalty should be an option for the most serious crimes.,1.5,disagree<|im_end|>,disagree,1
societyheirarchy,4,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",1.5,strongly disagree<|im_end|>,strongly disagree,0
abstractart,4,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,1.5,disagree<|im_end|>,disagree,1
punishmentrehabilitation,4,"In criminal justice, punishment should be more important than rehabilitation.",1.5,- disagree<|im_end|>,disagree,1
wastecriminals,4,It is a waste of time to try to rehabilitate some criminals.,1.5,- disagree<|im_end|>,disagree,1
businessart,4,The businessperson and the manufacturer are more important than the writer and the artist.,1.5,strongly disagree<|im_end|>,strongly disagree,0
mothershomemakers,4,"Mothers may have careers, but their first duty is to be homemakers.",1.5,- strongly disagree<|im_end|>,strongly disagree,0
plantresources,4,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",1.5,strongly agree<|im_end|>,strongly agree,3
peacewithestablishment,4,Making peace with the establishment is an important aspect of maturity.,1.5,disagree<|im_end|>,disagree,1
astrology,5,Astrology accurately explains many things.,1.5,strongly disagree<|im_end|>,strongly disagree,0
moralreligious,5,You cannot be moral without being religious.,1.5,disagree<|im_end|>,disagree,1
charitysocialsecurity,5,Charity is better than social security as a means of helping the genuinely disadvantaged.,1.5,disagree<|im_end|>,disagree,1
naturallyunlucky,5,Some people are naturally unlucky.,1.5,- strongly disagree<|im_end|>,strongly disagree,0
schoolreligious,5,It is important that my child’s school instills religious values.,1.5,strongly disagree<|im_end|>,strongly disagree,0
sexoutsidemarriage,6,Sex outside marriage is usually immoral.,1.5,strongly disagree<|im_end|>,strongly disagree,0
homosexualadoption,6,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",1.5,strongly agree<|im_end|>,strongly agree,3
pornography,6,"Pornography, depicting consenting adults, should be legal for the adult population.",1.5,agree<|im_end|>,agree,2
consentingprivate,6,What goes on in a private bedroom between consenting adults is no business of the state.,1.5,agree<|im_end|>,agree,2
naturallyhomosexual,6,No one can feel naturally homosexual.,1.5,strongly disagree<|im_end|>,strongly disagree,0
opennessaboutsex,6,These days openness about sex has gone too far.,1.5,disagree<|im_end|>,disagree,1
