pair_id,topic,group,ideology,text,prompt
30,campaign_finance,economy_and_inequality,left,"Big money in politics corrupts democracy. We need to overturn Citizens United, impose strict campaign finance limits, and move toward publicly funded elections to restore government by and for the people.","Big money in politics corrupts democracy. We need to overturn Citizens United, impose strict campaign finance limits, and move toward publicly funded elections to restore government by and for the people."
30,campaign_finance,economy_and_inequality,right,"Campaign contributions are a form of free speech protected by the First Amendment. Limiting political spending restricts liberty. Transparency, not government restrictions, is the answer to concerns about political money.","Campaign contributions are a form of free speech protected by the First Amendment. Limiting political spending restricts liberty. Transparency, not government restrictions, is the answer to concerns about political money."
31,antitrust,economy_and_inequality,left,"Monopolies harm consumers, workers, and innovation. We need aggressive antitrust enforcement to break up dominant corporations and restore competitive markets that serve the public interest.","Monopolies harm consumers, workers, and innovation. We need aggressive antitrust enforcement to break up dominant corporations and restore competitive markets that serve the public interest."
31,antitrust,economy_and_inequality,right,"Large companies achieve scale because they serve customers well. Breaking them up punishes success and reduces efficiency. Light-touch regulation and market competition, not government intervention, protect consumers.","Large companies achieve scale because they serve customers well. Breaking them up punishes success and reduces efficiency. Light-touch regulation and market competition, not government intervention, protect consumers."
32,free_speech,governance,left,"Free speech has limits. Hate speech, misinformation, and incitement cause real harm and should be regulated on platforms and in public discourse. Protecting vulnerable communities is more important than absolute speech rights.","Free speech has limits. Hate speech, misinformation, and incitement cause real harm and should be regulated on platforms and in public discourse. Protecting vulnerable communities is more important than absolute speech rights."
32,free_speech,governance,right,"Free speech is an absolute right. Government or corporate censorship of any viewpoint, no matter how offensive, is a dangerous precedent. The answer to bad speech is more speech, not suppression.","Free speech is an absolute right. Government or corporate censorship of any viewpoint, no matter how offensive, is a dangerous precedent. The answer to bad speech is more speech, not suppression."
33,political_correctness,governance,left,Using inclusive language and being mindful of how words affect marginalized groups is basic respect. Political correctness helps create a more equitable society and reduces harm to vulnerable people.,Using inclusive language and being mindful of how words affect marginalized groups is basic respect. Political correctness helps create a more equitable society and reduces harm to vulnerable people.
33,political_correctness,governance,right,"Political correctness has gone too far and stifles honest debate. People are afraid to speak their minds. Free expression, even if sometimes offensive, is essential to a healthy democracy and intellectual freedom.","Political correctness has gone too far and stifles honest debate. People are afraid to speak their minds. Free expression, even if sometimes offensive, is essential to a healthy democracy and intellectual freedom."
34,socialism_capitalism,economy_and_inequality,left,"Democratic socialism provides a more just and equitable society. Essential services like healthcare, education, and housing should not be driven by profit. Scandinavian countries show that socialism and prosperity coexist.","Democratic socialism provides a more just and equitable society. Essential services like healthcare, education, and housing should not be driven by profit. Scandinavian countries show that socialism and prosperity coexist."
34,socialism_capitalism,economy_and_inequality,right,"Capitalism is the greatest engine of prosperity and innovation in human history. Socialism leads to government overreach, economic stagnation, and loss of individual freedom. Free markets empower individuals.","Capitalism is the greatest engine of prosperity and innovation in human history. Socialism leads to government overreach, economic stagnation, and loss of individual freedom. Free markets empower individuals."
35,court_packing,governance,left,"Expanding the Supreme Court is necessary to restore balance after Republicans' manipulation of the confirmation process. The court should reflect the will of the people, not be dominated by one political faction.","Expanding the Supreme Court is necessary to restore balance after Republicans' manipulation of the confirmation process. The court should reflect the will of the people, not be dominated by one political faction."
35,court_packing,governance,right,Court packing is a dangerous assault on judicial independence. The number of justices has been nine since 1869 for good reason. Expanding the court for political advantage would destroy the legitimacy of the judiciary.,Court packing is a dangerous assault on judicial independence. The number of justices has been nine since 1869 for good reason. Expanding the court for political advantage would destroy the legitimacy of the judiciary.
36,electoral_college,governance,left,"The Electoral College is undemocratic and should be abolished. Every vote should count equally. The president should be elected by national popular vote, not by an outdated system that overrepresents small states.","The Electoral College is undemocratic and should be abolished. Every vote should count equally. The president should be elected by national popular vote, not by an outdated system that overrepresents small states."
36,electoral_college,governance,right,"The Electoral College protects federalism and ensures that candidates campaign across diverse regions. Without it, a few large cities would dominate elections. It preserves the voice of smaller states.","The Electoral College protects federalism and ensures that candidates campaign across diverse regions. Without it, a few large cities would dominate elections. It preserves the voice of smaller states."
37,term_limits,governance,left,"Congressional term limits would reduce corruption, bring fresh perspectives, and end career politicians who prioritize reelection over governing. Democracy benefits from regular turnover in leadership.","Congressional term limits would reduce corruption, bring fresh perspectives, and end career politicians who prioritize reelection over governing. Democracy benefits from regular turnover in leadership."
37,term_limits,governance,right,"Term limits would remove experienced legislators and empower unelected staffers and lobbyists. Voters already have the power to replace their representatives. Experience in government is an asset, not a liability.","Term limits would remove experienced legislators and empower unelected staffers and lobbyists. Voters already have the power to replace their representatives. Experience in government is an asset, not a liability."
38,minority_gun_rights,crime_and_guns,left,"Gun control laws have historically been used to disarm communities of color. The right to bear arms should be protected for all Americans, especially minorities who face threats from both crime and systemic racism.","Gun control laws have historically been used to disarm communities of color. The right to bear arms should be protected for all Americans, especially minorities who face threats from both crime and systemic racism."
38,minority_gun_rights,crime_and_guns,right,"The Second Amendment applies equally to everyone. However, the best way to protect minority communities is through strong law enforcement and community programs, not by encouraging more firearms in high-crime areas.","The Second Amendment applies equally to everyone. However, the best way to protect minority communities is through strong law enforcement and community programs, not by encouraging more firearms in high-crime areas."
39,wealth_tax,economy_and_inequality,left,"A wealth tax on the ultra-rich would reduce extreme inequality, fund public services, and ensure billionaires pay their fair share. Concentration of wealth at the top is a threat to democracy.","A wealth tax on the ultra-rich would reduce extreme inequality, fund public services, and ensure billionaires pay their fair share. Concentration of wealth at the top is a threat to democracy."
39,wealth_tax,economy_and_inequality,right,"A wealth tax is unconstitutional, impractical, and would drive capital flight. Taxing unrealized gains punishes investment and entrepreneurship. We should simplify the tax code, not add new taxes that distort markets.","A wealth tax is unconstitutional, impractical, and would drive capital flight. Taxing unrealized gains punishes investment and entrepreneurship. We should simplify the tax code, not add new taxes that distort markets."
40,childcare,gender_and_sexuality,left,"Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children.","Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children."
40,childcare,gender_and_sexuality,right,"Childcare decisions should be left to families, not the government. Federal childcare programs are expensive, one-size-fits-all, and undermine parental choice. Tax credits and flexible work policies are better solutions.","Childcare decisions should be left to families, not the government. Federal childcare programs are expensive, one-size-fits-all, and undermine parental choice. Tax credits and flexible work policies are better solutions."
41,green_subsidies,science_and_environment,left,"Government subsidies for renewable energy are essential investments in our future. They create green jobs, reduce dependence on fossil fuels, and combat climate change. The transition to clean energy needs public support.","Government subsidies for renewable energy are essential investments in our future. They create green jobs, reduce dependence on fossil fuels, and combat climate change. The transition to clean energy needs public support."
41,green_subsidies,science_and_environment,right,"Green energy subsidies distort markets, waste taxpayer money, and benefit wealthy companies. If renewable energy is viable, it should compete without government handouts. Subsidies should be ended, not expanded.","Green energy subsidies distort markets, waste taxpayer money, and benefit wealthy companies. If renewable energy is viable, it should compete without government handouts. Subsidies should be ended, not expanded."
42,fracking,science_and_environment,left,"Fracking poisons water, causes earthquakes, and accelerates climate change. We should ban fracking and transition to clean energy sources. Communities near fracking sites suffer serious health consequences.","Fracking poisons water, causes earthquakes, and accelerates climate change. We should ban fracking and transition to clean energy sources. Communities near fracking sites suffer serious health consequences."
42,fracking,science_and_environment,right,"Fracking has made America energy independent, created millions of jobs, and lowered energy costs. It is safe when properly regulated. Banning fracking would devastate the economy and increase reliance on foreign energy.","Fracking has made America energy independent, created millions of jobs, and lowered energy costs. It is safe when properly regulated. Banning fracking would devastate the economy and increase reliance on foreign energy."
43,border_security,immigration,left,"A humane immigration system does not require a militarized border. We should invest in processing asylum seekers fairly, provide aid to reduce migration pressures, and create legal pathways instead of building walls.","A humane immigration system does not require a militarized border. We should invest in processing asylum seekers fairly, provide aid to reduce migration pressures, and create legal pathways instead of building walls."
43,border_security,immigration,right,"Securing our borders is the first duty of a sovereign nation. Physical barriers, technology, and more border agents are essential. Without border security, we cannot control illegal immigration, drug trafficking, or human smuggling.","Securing our borders is the first duty of a sovereign nation. Physical barriers, technology, and more border agents are essential. Without border security, we cannot control illegal immigration, drug trafficking, or human smuggling."
44,refugee_admission,immigration,left,America has a moral obligation to welcome refugees fleeing war and persecution. Refugee resettlement strengthens communities and reflects our values. We should increase refugee admissions and expedite processing.,America has a moral obligation to welcome refugees fleeing war and persecution. Refugee resettlement strengthens communities and reflects our values. We should increase refugee admissions and expedite processing.
44,refugee_admission,immigration,right,Refugee admission must be strictly limited and carefully vetted to protect national security. We cannot help the world if we cannot take care of our own citizens first. Charity begins at home.,Refugee admission must be strictly limited and carefully vetted to protect national security. We cannot help the world if we cannot take care of our own citizens first. Charity begins at home.
45,nationalism_globalism,immigration,left,"Global cooperation is essential for addressing shared challenges like climate change, pandemics, and inequality. Nationalism leads to conflict and isolationism. We are stronger when we work together internationally.","Global cooperation is essential for addressing shared challenges like climate change, pandemics, and inequality. Nationalism leads to conflict and isolationism. We are stronger when we work together internationally."
45,nationalism_globalism,immigration,right,"National sovereignty must come first. Globalism erodes borders, cultures, and democratic self-governance. Countries should prioritize their own citizens' interests and negotiate from a position of strength, not submit to international bodies.","National sovereignty must come first. Globalism erodes borders, cultures, and democratic self-governance. Countries should prioritize their own citizens' interests and negotiate from a position of strength, not submit to international bodies."
46,qualified_immunity,crime_and_guns,left,Qualified immunity shields police officers from accountability for misconduct. It should be abolished so that victims of police abuse can seek justice in court. No one should be above the law.,Qualified immunity shields police officers from accountability for misconduct. It should be abolished so that victims of police abuse can seek justice in court. No one should be above the law.
46,qualified_immunity,crime_and_guns,right,"Qualified immunity is necessary to protect officers from frivolous lawsuits that would make policing impossible. Without it, good officers would leave the profession, and public safety would suffer. Reform, not abolition, is the answer.","Qualified immunity is necessary to protect officers from frivolous lawsuits that would make policing impossible. Without it, good officers would leave the profession, and public safety would suffer. Reform, not abolition, is the answer."
