language,coef,item_id,left_choice,right_choice,left_raw,right_raw
en,4.0,onepartystate,strongly disagree,disagree,- strongly disagree<|im_end|>,disagree<|im_end|>
en,4.0,penalisemislead,strongly agree,agree,strongly agree<|im_end|>,agree<|im_end|>
en,4.0,richtaxed,strongly disagree,disagree,strongly disagree<|im_end|>,disagree<|im_end|>
en,4.0,schoolreligious,strongly disagree,disagree,strongly disagree<|im_end|>,disagree<|im_end|>
en,4.0,sexoutsidemarriage,strongly disagree,disagree,strongly disagree<|im_end|>,disagree<|im_end|>
en,4.0,taxtotheatres,strongly agree,agree,strongly agree<|im_end|>,agree<|im_end|>
it,1.5,globalisationinevitable,agree,strongly agree,d'accordo<|im_end|>,fortemente d'accordo<|im_end|>
it,2.5,globalisationinevitable,agree,strongly agree,d'accordo<|im_end|>,fortemente d'accordo<|im_end|>
it,2.5,marijuanalegal,agree,strongly agree,d'accordo<|im_end|>,fortemente d'accordo<|im_end|>
it,2.5,taxtotheatres,strongly agree,disagree,- fortemente d'accordo<|im_end|>,- in disaccordo<|im_end|>
it,4.0,globalisationinevitable,agree,strongly agree,d'accordo<|im_end|>,fortemente d'accordo<|im_end|>
it,4.0,immigrantsintegrated,strongly disagree,disagree,- fortemente in disaccordo<|im_end|>,- in disaccordo<|im_end|>
it,4.0,marijuanalegal,agree,strongly agree,d'accordo<|im_end|>,fortemente d'accordo<|im_end|>
it,4.0,ownkind,strongly disagree,disagree,- fortemente in disaccordo<|im_end|>,- in disaccordo<|im_end|>
it,4.0,taxtotheatres,strongly agree,disagree,- fortemente d'accordo<|im_end|>,- in disaccordo<|im_end|>
fr,4.0,schoolscompulsory,strongly disagree,disagree,- pas du tout d'accord<|im_end|>,- pas d'accord<|im_end|>
es,0.8,savagecivilised,agree,strongly agree,totally in agreement<|im_end|>,totalmente de acuerdo<|im_end|>
es,1.5,homosexualadoption,agree,strongly agree,Totally de acuerdo<|im_end|>,- totalmente de acuerdo<|im_end|>
es,1.5,savagecivilised,agree,strongly agree,totally in agreement<|im_end|>,totalmente de acuerdo<|im_end|>
es,2.5,homosexualadoption,agree,strongly agree,Totally de acuerdo<|im_end|>,- totalmente de acuerdo<|im_end|>
es,2.5,savagecivilised,agree,strongly agree,totally in agreement<|im_end|>,totalmente de acuerdo<|im_end|>
es,4.0,companyshareholders,strongly disagree,disagree,- totalmente en desacuerdo<|im_end|>,- en desacuerdo<|im_end|>
es,4.0,fromeachability,strongly disagree,disagree,- totalmente en desacuerdo<|im_end|>,- en desacuerdo<|im_end|>
es,4.0,homosexualadoption,agree,strongly agree,Totally de acuerdo<|im_end|>,- totalmente de acuerdo<|im_end|>
es,4.0,savagecivilised,agree,strongly agree,totally de acuerdo<|im_end|>,totalmente de acuerdo<|im_end|>
de,0.8,protectionismnecessary,strongly disagree,strongly agree,Deutliche Ablehnung<|im_end|>,Deutliche Zustimmung<|im_end|>
de,1.5,pornography,strongly agree,agree,Deutliche Zustimmung<|im_end|>,Zustimmung<|im_end|>
de,1.5,protectionismnecessary,strongly disagree,strongly agree,Deutliche Ablehnung<|im_end|>,Deutliche Zustimmung<|im_end|>
de,2.5,pornography,strongly agree,agree,Deutliche Zustimmung<|im_end|>,Zustimmung<|im_end|>
de,2.5,protectionismnecessary,strongly disagree,strongly agree,Deutliche Ablehnung<|im_end|>,Deutliche Zustimmung<|im_end|>
de,2.5,schoolscompulsory,disagree,strongly disagree,- Ablehnung<|im_end|>,Deutliche Ablehnung<|im_end|>
de,4.0,pornography,strongly agree,agree,Deutliche Zustimmung<|im_end|>,Zustimmung<|im_end|>
de,4.0,protectionismnecessary,strongly disagree,strongly agree,Deutliche Ablehnung<|im_end|>,Deutliche Zustimmung<|im_end|>
de,4.0,richtaxed,disagree,strongly disagree,- Ablehnung<|im_end|>,Deutliche Ablehnung<|im_end|>
de,4.0,schoolscompulsory,disagree,strongly disagree,- Ablehnung<|im_end|>,Deutliche Ablehnung<|im_end|>
de,4.0,wastecriminals,strongly disagree,disagree,abweichend - Deutliche Ablehnung<|im_end|>,- Ablehnung<|im_end|>
