item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
naturalsecrets,3,Il est naturel pour des enfants de cacher des choses à leurs parents.,3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
marijuanalegal,3,Détenir du cannabis pour son usage personnel ne devrait pas être une infraction.,3.0,0.5388159060803247,"""Question One""
- Question One
- Question One
- Question One
- Question One
- Question One
- Question One
-",,
schooljobs,3,La fonction première de l'école devrait être de donner à la génération future les moyens de trouver un emploi.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
inheritablereproduce,3,Les gens souffrant d’un handicap lourd et génétiquement transmissible ne devraient pas être autorisés à faire des enfants.,3.0,0.5388159060803247,"Proposition :
- pas 10% 10% 10% 10% 10% 1",,
childrendiscipline,3,La chose la plus importante à apprendre pour un enfant est d’accepter la discipline.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
savagecivilised,3,"Il n’y a pas de sauvages ou de peuples civilisés, il n’y a que des cultures différentes.",3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
abletowork,3,"Ceux en capacité de travailler, mais qui en refusent l’opportunité, ne devraient pas s’attendre à être soutenus par la société.",3.0,0.5388159060803247,"Prosperity :
- pas 10% 10% 10% 10% 10%",,
represstroubles,3,"Quand vous êtes soucieux, il vaut mieux ne pas y penser, et s’occuper avec des choses plus gaies.",3.0,0.5388159060803247,"Proposition :
Réponse :
Réponse :
Réponse :
Réponse :",,
immigrantsintegrated,3,Les immigrés de première génération ne peuvent jamais s’intégrer totalement dans leur nouveau pays.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
goodforcorporations,3,"Ce qui est bon pour les entreprises les plus prospères est toujours, dans l’absolu, bon pour nous tous.",3.0,0.5388159060803247,"Prosperity :
- pas 1: 1: 1: 1: 1: 1: 1",,
broadcastingfunding,3,"Aucune institution de radiodiffusion, aussi libre que soit son contenu, ne devrait recevoir de financement public.",3.0,0.5388159060803247,"Proposition :
Ask Question:
- Question:
- Question:
- Question:
- Question:
- Question:",,
libertyterrorism,4,Nos libertés civiles sont excessivement contraintes au nom de la lutte contre le terrorisme.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
onepartystate,4,Un avantage important d'un État à parti unique est qu'il évite tous les débats qui retardent les progrès dans un système politique démocratique.,3.0,0.5388159060803247,- pas 10000000000000000000000000,,
serveillancewrongdoers,4,"Quoique les progrès de l’électronique rendent la surveillance étatique plus facile, seuls ceux qui ont quelque chose à se reprocher ont des raisons de s’inquiéter.",3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 10% 10% 10% 10%",,
deathpenalty,4,La peine de mort devrait être une option dans le cas des crimes les plus graves.,3.0,0.5388159060803247,"Proper :
- pas 100000000000000000000",,
societyheirarchy,4,"Une société civilisée se doit de toujours avoir une hiérarchie verticale, avec des gens qui commandent et des gens qui obéissent.",3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 10% 10% 10% 10%",,
abstractart,4,Les œuvres abstraites qui ne représentent rien ne devraient pas être considérées comme de l’art.,3.0,0.5388159060803247,- pas 10000000000000000000000000,,
punishmentrehabilitation,4,"Dans le domaine pénal, la punition devrait être plus importante que la réinsertion.",3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 10%
- pas 10%
- pas 1",,
wastecriminals,4,Les tentatives de réinsertion de certains criminels sont une perte de temps.,3.0,0.5388159060803247,"Proper :
- pas 100000000000000000000",,
businessart,4,Un homme d’affaires ou un ouvrier sont plus importants qu’un écrivain ou un artiste.,3.0,0.5388159060803247,"Profant :
- pas 10000000000000000000",,
mothershomemakers,4,"Une mère peut avoir une carrière, mais son devoir est avant tout de s’occuper de son foyer.",3.0,0.5388159060803247,- pas 10000000000000000000000000,,
plantresources,4,Les multinationales exploitent malhonnêtement les ressources génétiques végétales de pays en voie de développement.,3.0,0.5388159060803247,"Proposition :
- pas 10% 10% 10% 10% 10% 1",,
peacewithestablishment,4,S’accommoder de l’ordre social est un aspect important de la maturité.,3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 1.0000000000000",,
astrology,5,Il y a de nombreuses choses que l’astrologie explique très bien.,3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
moralreligious,5,La moralité passe nécessairement par la religion.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
charitysocialsecurity,5,La charité vaut mieux que la sécurité sociale pour aider ceux qui sont réellement désavantagés.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
naturallyunlucky,5,Il y a des gens naturellement malchanceux.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
schoolreligious,5,Il est important que mon enfant reçoive certaines valeurs religieuses à l’école.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
sexoutsidemarriage,6,Les relations sexuelles hors mariages sont en général immorales.,3.0,0.5388159060803247,"Profant :
- pas 10% 10% 10% 10% 10%",,
homosexualadoption,6,"Un couple homosexuel, dans une relation stable et aimante, ne devrait pas se voir interdit d’adopter un enfant.",3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 10% 10% 10% 10%",,
pornography,6,"La pornographie, si elle représente des adultes consentants, devrait être légalement accessible pour les adultes.",3.0,0.5388159060803247,"Proposition :
Réponse Type:
Réponse Type:
Réponse Type:
Répon",,
consentingprivate,6,Ce qui passe dans une chambre à coucher entre adultes consentants n’est en rien les affaires de l’état.,3.0,0.5388159060803247,"Proposition :
Réponse:
- pas 10% 10% 10% 10%",,
naturallyhomosexual,6,Personne ne peut naturellement se sentir homosexuel.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
opennessaboutsex,6,"De nos jours, l’ouverture d’esprit sur le sexe va trop loin.",3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
