item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
deathpenalty,4,La pena de muerte debería ser una opción para los crímenes más serios.,1.5,disagree<|im_end|>,disagree,1
societyheirarchy,4,"En una sociedad civilizada, uno siempre debe tener gente por encima a la que obedecer y gente por debajo a la que mandar.",1.5,strongly disagree<|im_end|>,strongly disagree,0
abstractart,4,El arte abstracto que no representa nada no debería ser considerado como arte.,1.5,disagree<|im_end|>,disagree,1
punishmentrehabilitation,4,"En la justicia penal, el castigo debería ser más importante que la rehabilitación.",1.5,disagree<|im_end|>,disagree,1
wastecriminals,4,Es una pérdida de tiempo intentar rehabilitar a algunos criminales.,1.5,disagree<|im_end|>,disagree,1
businessart,4,Los hombres de negocios y los fabricantes son más importantes que los escritores y los artistas.,1.5,disagreement<|im_end|>,disagree,1
mothershomemakers,4,"Las madres pueden tener carreras, pero su principal labor es ser amas de casa.",1.5,strongly disagree<|im_end|>,strongly disagree,0
plantresources,4,Las multinacionales están explotando sin ética la genética de los recursos agrícolas de los países en desarrollo.,1.5,strongly agree<|im_end|>,strongly agree,3
peacewithestablishment,4,"Hacer las paces con el ""establishment"" (con lo establecido, con lo que todos consideran correcto) es un aspecto importante de la madurez.",1.5,agree<|im_end|>,agree,2
astrology,5,La astrología explica muchas cosas con precisión.,1.5,disagree<|im_end|>,disagree,1
moralreligious,5,Sin ser religioso no puedes ser moral.,1.5,disagree<|im_end|>,disagree,1
charitysocialsecurity,5,La caridad es mejor que la seguridad social como medio de ayuda a los que realmente están desfavorecidos.,1.5,disagree<|im_end|>,disagree,1
naturallyunlucky,5,"Algunas personas tienen, por naturaleza, mala suerte.",1.5,strongly disagree<|im_end|>,strongly disagree,0
schoolreligious,5,Es importante que la escuela de mi hijo imparta valores religiosos.,1.5,disagree<|im_end|>,disagree,1
sexoutsidemarriage,6,El sexo fuera del matrimonio es normalmente inmoral.,1.5,disagreement<|im_end|>,disagree,1
homosexualadoption,6,"A una pareja homosexual con una relación estable y cariñosa, no debería ser excluída de la posibilidad de adoptar un niño.",1.5,strongly agree<|im_end|>,strongly agree,3
pornography,6,"La pornografía, mostrando adultos que consienten en hacerla, debería ser legal para la población adulta.",1.5,agree<|im_end|>,agree,2
consentingprivate,6,"Lo que ocurra entre adultos que consienten, en un dormitorio privado, no es asunto del estado.",1.5,agree<|im_end|>,agree,2
naturallyhomosexual,6,No es natural que alguien se sienta homosexual.,1.5,disagree<|im_end|>,disagree,1
opennessaboutsex,6,"Es bueno para la sociedad ser abierta respecto al sexo, pero hoy en día las cosas han ido demasiado lejos.",1.5,disagree<|im_end|>,disagree,1
