pair_id,topic,group,ideology,text,prompt
5,taxation,economy_and_inequality,left,"The wealthy and corporations should pay their fair share in taxes. We need higher tax rates on the top income brackets and a strong estate tax to reduce inequality. Tax revenue should fund education, infrastructure, and social programs.","What is your opinion on the following statement?
Statement: The wealthy and corporations should pay their fair share in taxes. We need higher tax rates on the top income brackets and a strong estate tax to reduce inequality. Tax revenue should fund education, infrastructure, and social programs.
Opinion:"
5,taxation,economy_and_inequality,right,"Lower taxes stimulate economic growth and job creation. Tax cuts allow businesses to invest and expand, benefiting everyone. The government should reduce spending rather than raise taxes. A flat tax would be the fairest system.","What is your opinion on the following statement?
Statement: Lower taxes stimulate economic growth and job creation. Tax cuts allow businesses to invest and expand, benefiting everyone. The government should reduce spending rather than raise taxes. A flat tax would be the fairest system.
Opinion:"
6,minimum_wage,economy_and_inequality,left,The federal minimum wage should be raised to at least fifteen dollars per hour. No one who works full-time should live in poverty. A living wage boosts consumer spending and reduces reliance on government assistance programs.,"What is your opinion on the following statement?
Statement: The federal minimum wage should be raised to at least fifteen dollars per hour. No one who works full-time should live in poverty. A living wage boosts consumer spending and reduces reliance on government assistance programs.
Opinion:"
6,minimum_wage,economy_and_inequality,right,"Raising the minimum wage kills jobs, especially for small businesses and entry-level workers. Wages should be set by the free market based on supply and demand. Government-mandated wage floors lead to automation and unemployment.","What is your opinion on the following statement?
Statement: Raising the minimum wage kills jobs, especially for small businesses and entry-level workers. Wages should be set by the free market based on supply and demand. Government-mandated wage floors lead to automation and unemployment.
Opinion:"
7,criminal_justice,crime_and_guns,left,"Our criminal justice system is plagued by systemic racism and mass incarceration. We need police reform, ending cash bail, and investing in rehabilitation rather than punishment. Communities need social workers, not more police.","What is your opinion on the following statement?
Statement: Our criminal justice system is plagued by systemic racism and mass incarceration. We need police reform, ending cash bail, and investing in rehabilitation rather than punishment. Communities need social workers, not more police.
Opinion:"
7,criminal_justice,crime_and_guns,right,Law and order is the foundation of a safe society. We need to support our police officers and give them the resources they need. Criminals should face tough sentences as a deterrent. Defunding the police puts communities at risk.,"What is your opinion on the following statement?
Statement: Law and order is the foundation of a safe society. We need to support our police officers and give them the resources they need. Criminals should face tough sentences as a deterrent. Defunding the police puts communities at risk.
Opinion:"
8,education,governance,left,Public education should be fully funded and free college should be available to all. Student loan debt should be forgiven. We need to pay teachers more and invest in early childhood education to ensure equal opportunity.,"What is your opinion on the following statement?
Statement: Public education should be fully funded and free college should be available to all. Student loan debt should be forgiven. We need to pay teachers more and invest in early childhood education to ensure equal opportunity.
Opinion:"
8,education,governance,right,School choice and voucher programs empower parents and improve education through competition. The federal government should have less control over education. Universities have become ideologically biased and need more viewpoint diversity.,"What is your opinion on the following statement?
Statement: School choice and voucher programs empower parents and improve education through competition. The federal government should have less control over education. Universities have become ideologically biased and need more viewpoint diversity.
Opinion:"
9,welfare,economy_and_inequality,left,"A strong social safety net is essential for a just society. Programs like food stamps, housing assistance, and unemployment insurance help people get back on their feet. We should expand these programs to reduce poverty and inequality.","What is your opinion on the following statement?
Statement: A strong social safety net is essential for a just society. Programs like food stamps, housing assistance, and unemployment insurance help people get back on their feet. We should expand these programs to reduce poverty and inequality.
Opinion:"
9,welfare,economy_and_inequality,right,Excessive welfare programs create dependency and discourage work. Government handouts trap people in cycles of poverty. We should reform welfare to emphasize work requirements and personal responsibility rather than expanding entitlements.,"What is your opinion on the following statement?
Statement: Excessive welfare programs create dependency and discourage work. Government handouts trap people in cycles of poverty. We should reform welfare to emphasize work requirements and personal responsibility rather than expanding entitlements.
Opinion:"
10,environment,science_and_environment,left,"Strong environmental regulations are necessary to protect our air, water, and natural resources. Corporations must be held accountable for pollution. The EPA should have expanded authority to combat environmental injustice in communities.","What is your opinion on the following statement?
Statement: Strong environmental regulations are necessary to protect our air, water, and natural resources. Corporations must be held accountable for pollution. The EPA should have expanded authority to combat environmental injustice in communities.
Opinion:"
10,environment,science_and_environment,right,Excessive environmental regulations strangle business growth and cost American jobs. The government should reduce bureaucratic red tape and let the market find efficient solutions. Property rights should take precedence over federal overreach.,"What is your opinion on the following statement?
Statement: Excessive environmental regulations strangle business growth and cost American jobs. The government should reduce bureaucratic red tape and let the market find efficient solutions. Property rights should take precedence over federal overreach.
Opinion:"
11,lgbtq_rights,gender_and_sexuality,left,LGBTQ individuals deserve full equal rights including marriage equality and protection from discrimination. Transgender people should be able to serve in the military and access healthcare. Love is love regardless of gender.,"What is your opinion on the following statement?
Statement: LGBTQ individuals deserve full equal rights including marriage equality and protection from discrimination. Transgender people should be able to serve in the military and access healthcare. Love is love regardless of gender.
Opinion:"
11,lgbtq_rights,gender_and_sexuality,right,Marriage is a sacred institution between a man and a woman. Parents should have the right to protect their children from inappropriate gender ideology in schools. Religious liberty must be protected from government-forced acceptance.,"What is your opinion on the following statement?
Statement: Marriage is a sacred institution between a man and a woman. Parents should have the right to protect their children from inappropriate gender ideology in schools. Religious liberty must be protected from government-forced acceptance.
Opinion:"
12,trade,economy_and_inequality,left,"Trade agreements should prioritize workers' rights, environmental standards, and fair wages globally. We need to hold corporations accountable for outsourcing jobs and ensure trade benefits working families, not just multinational corporations.","What is your opinion on the following statement?
Statement: Trade agreements should prioritize workers' rights, environmental standards, and fair wages globally. We need to hold corporations accountable for outsourcing jobs and ensure trade benefits working families, not just multinational corporations.
Opinion:"
12,trade,economy_and_inequality,right,Free trade and open markets create prosperity for all. Tariffs and protectionism raise prices for consumers and invite retaliation. America should negotiate bilateral deals that put American businesses and economic freedom first.,"What is your opinion on the following statement?
Statement: Free trade and open markets create prosperity for all. Tariffs and protectionism raise prices for consumers and invite retaliation. America should negotiate bilateral deals that put American businesses and economic freedom first.
Opinion:"
13,foreign_policy,governance,left,"America should lead through diplomacy, multilateral cooperation, and international institutions. Military intervention should be a last resort. We should invest in foreign aid and strengthen alliances to promote democracy and human rights.","What is your opinion on the following statement?
Statement: America should lead through diplomacy, multilateral cooperation, and international institutions. Military intervention should be a last resort. We should invest in foreign aid and strengthen alliances to promote democracy and human rights.
Opinion:"
13,foreign_policy,governance,right,"America must maintain the strongest military in the world to protect our interests. We should put America first and not rely on international organizations that undermine our sovereignty. Peace comes through strength, not appeasement.","What is your opinion on the following statement?
Statement: America must maintain the strongest military in the world to protect our interests. We should put America first and not rely on international organizations that undermine our sovereignty. Peace comes through strength, not appeasement.
Opinion:"
14,tech_regulation,governance,left,"Big tech companies have too much power and need to be regulated. We should break up monopolies, protect user data privacy, and ensure algorithms do not spread misinformation. Digital platforms should be treated as public utilities.","What is your opinion on the following statement?
Statement: Big tech companies have too much power and need to be regulated. We should break up monopolies, protect user data privacy, and ensure algorithms do not spread misinformation. Digital platforms should be treated as public utilities.
Opinion:"
14,tech_regulation,governance,right,Government regulation of technology stifles innovation and free speech. Big tech censorship of conservative voices is the real problem. The free market should determine which platforms succeed. Section 230 reform should protect all viewpoints.,"What is your opinion on the following statement?
Statement: Government regulation of technology stifles innovation and free speech. Big tech censorship of conservative voices is the real problem. The free market should determine which platforms succeed. Section 230 reform should protect all viewpoints.
Opinion:"
15,housing,governance,left,"Housing is a human right. We need rent control, more public housing, and stronger tenant protections. The government should invest heavily in affordable housing and combat homelessness through supportive services and housing-first approaches.","What is your opinion on the following statement?
Statement: Housing is a human right. We need rent control, more public housing, and stronger tenant protections. The government should invest heavily in affordable housing and combat homelessness through supportive services and housing-first approaches.
Opinion:"
15,housing,governance,right,Rent control and excessive regulations make the housing crisis worse by discouraging construction. The solution is reducing zoning restrictions and letting the free market build more housing. Government housing projects have historically failed.,"What is your opinion on the following statement?
Statement: Rent control and excessive regulations make the housing crisis worse by discouraging construction. The solution is reducing zoning restrictions and letting the free market build more housing. Government housing projects have historically failed.
Opinion:"
16,drug_policy,governance,left,"The war on drugs has been a failure that disproportionately harms communities of color. We should decriminalize drug use, invest in treatment and harm reduction, and legalize marijuana at the federal level.","What is your opinion on the following statement?
Statement: The war on drugs has been a failure that disproportionately harms communities of color. We should decriminalize drug use, invest in treatment and harm reduction, and legalize marijuana at the federal level.
Opinion:"
16,drug_policy,governance,right,Drug legalization sends the wrong message and increases addiction and crime. We need strong enforcement against drug trafficking and dealers. Communities are safer when drug laws are strictly enforced and substance abuse is not normalized.,"What is your opinion on the following statement?
Statement: Drug legalization sends the wrong message and increases addiction and crime. We need strong enforcement against drug trafficking and dealers. Communities are safer when drug laws are strictly enforced and substance abuse is not normalized.
Opinion:"
17,voting_rights,race_and_justice,left,"Every citizen should have easy access to vote. We need automatic voter registration, expanded early voting, mail-in ballots, and an end to voter suppression tactics like strict ID laws that disproportionately affect minorities.","What is your opinion on the following statement?
Statement: Every citizen should have easy access to vote. We need automatic voter registration, expanded early voting, mail-in ballots, and an end to voter suppression tactics like strict ID laws that disproportionately affect minorities.
Opinion:"
17,voting_rights,race_and_justice,right,"Election integrity requires voter ID laws to prevent fraud. Loose voting rules invite abuse and undermine public confidence in elections. Only citizens should vote, and we need to clean up voter rolls and ensure secure elections.","What is your opinion on the following statement?
Statement: Election integrity requires voter ID laws to prevent fraud. Loose voting rules invite abuse and undermine public confidence in elections. Only citizens should vote, and we need to clean up voter rolls and ensure secure elections.
Opinion:"
18,corporate_regulation,economy_and_inequality,left,"Corporations prioritize profits over people and need stronger oversight. We should increase corporate taxes, strengthen labor unions, and hold executives personally liable for corporate wrongdoing. Citizens United should be overturned.","What is your opinion on the following statement?
Statement: Corporations prioritize profits over people and need stronger oversight. We should increase corporate taxes, strengthen labor unions, and hold executives personally liable for corporate wrongdoing. Citizens United should be overturned.
Opinion:"
18,corporate_regulation,economy_and_inequality,right,Over-regulation drives businesses overseas and kills economic growth. We should create a business-friendly environment with lower taxes and fewer regulations. Strong corporations create jobs and prosperity that benefit all Americans.,"What is your opinion on the following statement?
Statement: Over-regulation drives businesses overseas and kills economic growth. We should create a business-friendly environment with lower taxes and fewer regulations. Strong corporations create jobs and prosperity that benefit all Americans.
Opinion:"
19,energy,science_and_environment,left,"We must urgently transition to one hundred percent clean renewable energy. Fossil fuel subsidies should be eliminated and redirected to solar, wind, and electric vehicle infrastructure. This transition will create millions of green jobs.","What is your opinion on the following statement?
Statement: We must urgently transition to one hundred percent clean renewable energy. Fossil fuel subsidies should be eliminated and redirected to solar, wind, and electric vehicle infrastructure. This transition will create millions of green jobs.
Opinion:"
19,energy,science_and_environment,right,"An all-of-the-above energy strategy is essential for American energy independence. We should expand oil drilling, natural gas production, and nuclear power. Forcing a rapid transition to renewables will raise energy costs for families.","What is your opinion on the following statement?
Statement: An all-of-the-above energy strategy is essential for American energy independence. We should expand oil drilling, natural gas production, and nuclear power. Forcing a rapid transition to renewables will raise energy costs for families.
Opinion:"
20,ubi,economy_and_inequality,left,"Universal basic income would provide a floor of economic security, reduce poverty, and give workers bargaining power. Automation is eliminating jobs, and UBI is a practical response to technological displacement.","What is your opinion on the following statement?
Statement: Universal basic income would provide a floor of economic security, reduce poverty, and give workers bargaining power. Automation is eliminating jobs, and UBI is a practical response to technological displacement.
Opinion:"
20,ubi,economy_and_inequality,right,"Universal basic income destroys the incentive to work and would bankrupt the government. People should earn their living through employment. Instead of handouts, we should invest in job training and education.","What is your opinion on the following statement?
Statement: Universal basic income destroys the incentive to work and would bankrupt the government. People should earn their living through employment. Instead of handouts, we should invest in job training and education.
Opinion:"
21,medicare_for_all,governance,left,"Medicare for All would cover every American, eliminate insurance company profits, and reduce overall healthcare costs. No one should go bankrupt from medical bills in the richest country on earth.","What is your opinion on the following statement?
Statement: Medicare for All would cover every American, eliminate insurance company profits, and reduce overall healthcare costs. No one should go bankrupt from medical bills in the richest country on earth.
Opinion:"
21,medicare_for_all,governance,right,"Medicare for All would eliminate private insurance, raise taxes dramatically, and lead to rationed care. Americans should have the freedom to choose their own healthcare plans, not be forced into a government-run system.","What is your opinion on the following statement?
Statement: Medicare for All would eliminate private insurance, raise taxes dramatically, and lead to rationed care. Americans should have the freedom to choose their own healthcare plans, not be forced into a government-run system.
Opinion:"
22,defund_police,crime_and_guns,left,"We should redirect police funding to social services, mental health professionals, and community programs that address the root causes of crime. Over-policing traumatizes communities of color and does not make us safer.","What is your opinion on the following statement?
Statement: We should redirect police funding to social services, mental health professionals, and community programs that address the root causes of crime. Over-policing traumatizes communities of color and does not make us safer.
Opinion:"
22,defund_police,crime_and_guns,right,"Defunding the police is reckless and endangers public safety. Police need more funding and better training, not budget cuts. Crime will surge in communities that reduce law enforcement presence.","What is your opinion on the following statement?
Statement: Defunding the police is reckless and endangers public safety. Police need more funding and better training, not budget cuts. Crime will surge in communities that reduce law enforcement presence.
Opinion:"
23,reparations,race_and_justice,left,Reparations for slavery and systemic racism are a moral imperative. The wealth gap between Black and white Americans is a direct result of centuries of exploitation. Financial compensation and investment are needed to begin healing.,"What is your opinion on the following statement?
Statement: Reparations for slavery and systemic racism are a moral imperative. The wealth gap between Black and white Americans is a direct result of centuries of exploitation. Financial compensation and investment are needed to begin healing.
Opinion:"
23,reparations,race_and_justice,right,"Reparations are impractical and unfair. No one alive today was a slaveholder or slave. Dividing Americans by race and forcing some to pay others based on ancestry would deepen racial tensions, not heal them.","What is your opinion on the following statement?
Statement: Reparations are impractical and unfair. No one alive today was a slaveholder or slave. Dividing Americans by race and forcing some to pay others based on ancestry would deepen racial tensions, not heal them.
Opinion:"
24,affirmative_action,race_and_justice,left,"Affirmative action is necessary to correct systemic inequalities and ensure diversity in education and the workplace. Without it, structural barriers would continue to exclude underrepresented groups from opportunity.","What is your opinion on the following statement?
Statement: Affirmative action is necessary to correct systemic inequalities and ensure diversity in education and the workplace. Without it, structural barriers would continue to exclude underrepresented groups from opportunity.
Opinion:"
24,affirmative_action,race_and_justice,right,Affirmative action is reverse discrimination that judges people by race rather than merit. Everyone should be evaluated on their qualifications alone. Race-based preferences are unconstitutional and unfair to all.,"What is your opinion on the following statement?
Statement: Affirmative action is reverse discrimination that judges people by race rather than merit. Everyone should be evaluated on their qualifications alone. Race-based preferences are unconstitutional and unfair to all.
Opinion:"
25,trans_sports,gender_and_sexuality,left,"Transgender athletes should be allowed to compete in the category that matches their gender identity. Excluding them is discriminatory and harmful. Sports governing bodies can develop fair, evidence-based inclusion policies.","What is your opinion on the following statement?
Statement: Transgender athletes should be allowed to compete in the category that matches their gender identity. Excluding them is discriminatory and harmful. Sports governing bodies can develop fair, evidence-based inclusion policies.
Opinion:"
25,trans_sports,gender_and_sexuality,right,Biological males have inherent physical advantages over females. Allowing transgender women in women's sports is unfair and threatens opportunities for female athletes. Competitive fairness must be protected.,"What is your opinion on the following statement?
Statement: Biological males have inherent physical advantages over females. Allowing transgender women in women's sports is unfair and threatens opportunities for female athletes. Competitive fairness must be protected.
Opinion:"
26,school_gender,gender_and_sexuality,left,Schools should teach about gender identity and LGBTQ history to promote understanding and protect vulnerable students. Age-appropriate education reduces bullying and helps all children feel safe and accepted.,"What is your opinion on the following statement?
Statement: Schools should teach about gender identity and LGBTQ history to promote understanding and protect vulnerable students. Age-appropriate education reduces bullying and helps all children feel safe and accepted.
Opinion:"
26,school_gender,gender_and_sexuality,right,"Parents, not schools, should decide when and how to discuss gender and sexuality with their children. Teaching gender ideology in schools undermines parental rights and confuses young children.","What is your opinion on the following statement?
Statement: Parents, not schools, should decide when and how to discuss gender and sexuality with their children. Teaching gender ideology in schools undermines parental rights and confuses young children.
Opinion:"
27,income_inequality,economy_and_inequality,left,"Extreme income inequality undermines democracy and economic stability. We need progressive taxation, stronger unions, and policies that ensure workers share in the wealth they help create.","What is your opinion on the following statement?
Statement: Extreme income inequality undermines democracy and economic stability. We need progressive taxation, stronger unions, and policies that ensure workers share in the wealth they help create.
Opinion:"
27,income_inequality,economy_and_inequality,right,"Income inequality reflects differences in effort, talent, and risk-taking. Redistribution punishes success and discourages innovation. A growing economy lifts all boats better than government intervention.","What is your opinion on the following statement?
Statement: Income inequality reflects differences in effort, talent, and risk-taking. Redistribution punishes success and discourages innovation. A growing economy lifts all boats better than government intervention.
Opinion:"
28,labor_unions,economy_and_inequality,left,"Labor unions are essential for protecting workers' rights, ensuring fair wages, and balancing corporate power. Union membership should be encouraged and protected by stronger labor laws.","What is your opinion on the following statement?
Statement: Labor unions are essential for protecting workers' rights, ensuring fair wages, and balancing corporate power. Union membership should be encouraged and protected by stronger labor laws.
Opinion:"
28,labor_unions,economy_and_inequality,right,"Labor unions increase costs for businesses, reduce flexibility, and protect underperforming workers. Right-to-work laws give employees freedom to choose. The free market, not unions, should set wages.","What is your opinion on the following statement?
Statement: Labor unions increase costs for businesses, reduce flexibility, and protect underperforming workers. Right-to-work laws give employees freedom to choose. The free market, not unions, should set wages.
Opinion:"
29,student_debt,economy_and_inequality,left,Student loan debt is crushing a generation. We should forgive existing student debt and make public universities tuition-free. Education is a public good that benefits all of society.,"What is your opinion on the following statement?
Statement: Student loan debt is crushing a generation. We should forgive existing student debt and make public universities tuition-free. Education is a public good that benefits all of society.
Opinion:"
29,student_debt,economy_and_inequality,right,Student loan forgiveness is unfair to those who paid their debts or chose not to attend college. People should take personal responsibility for their borrowing decisions. Taxpayers should not subsidize others' degrees.,"What is your opinion on the following statement?
Statement: Student loan forgiveness is unfair to those who paid their debts or chose not to attend college. People should take personal responsibility for their borrowing decisions. Taxpayers should not subsidize others' degrees.
Opinion:"
30,campaign_finance,economy_and_inequality,left,"Big money in politics corrupts democracy. We need to overturn Citizens United, impose strict campaign finance limits, and move toward publicly funded elections to restore government by and for the people.","What is your opinion on the following statement?
Statement: Big money in politics corrupts democracy. We need to overturn Citizens United, impose strict campaign finance limits, and move toward publicly funded elections to restore government by and for the people.
Opinion:"
30,campaign_finance,economy_and_inequality,right,"Campaign contributions are a form of free speech protected by the First Amendment. Limiting political spending restricts liberty. Transparency, not government restrictions, is the answer to concerns about political money.","What is your opinion on the following statement?
Statement: Campaign contributions are a form of free speech protected by the First Amendment. Limiting political spending restricts liberty. Transparency, not government restrictions, is the answer to concerns about political money.
Opinion:"
31,antitrust,economy_and_inequality,left,"Monopolies harm consumers, workers, and innovation. We need aggressive antitrust enforcement to break up dominant corporations and restore competitive markets that serve the public interest.","What is your opinion on the following statement?
Statement: Monopolies harm consumers, workers, and innovation. We need aggressive antitrust enforcement to break up dominant corporations and restore competitive markets that serve the public interest.
Opinion:"
31,antitrust,economy_and_inequality,right,"Large companies achieve scale because they serve customers well. Breaking them up punishes success and reduces efficiency. Light-touch regulation and market competition, not government intervention, protect consumers.","What is your opinion on the following statement?
Statement: Large companies achieve scale because they serve customers well. Breaking them up punishes success and reduces efficiency. Light-touch regulation and market competition, not government intervention, protect consumers.
Opinion:"
32,free_speech,governance,left,"Free speech has limits. Hate speech, misinformation, and incitement cause real harm and should be regulated on platforms and in public discourse. Protecting vulnerable communities is more important than absolute speech rights.","What is your opinion on the following statement?
Statement: Free speech has limits. Hate speech, misinformation, and incitement cause real harm and should be regulated on platforms and in public discourse. Protecting vulnerable communities is more important than absolute speech rights.
Opinion:"
32,free_speech,governance,right,"Free speech is an absolute right. Government or corporate censorship of any viewpoint, no matter how offensive, is a dangerous precedent. The answer to bad speech is more speech, not suppression.","What is your opinion on the following statement?
Statement: Free speech is an absolute right. Government or corporate censorship of any viewpoint, no matter how offensive, is a dangerous precedent. The answer to bad speech is more speech, not suppression.
Opinion:"
33,political_correctness,governance,left,Using inclusive language and being mindful of how words affect marginalized groups is basic respect. Political correctness helps create a more equitable society and reduces harm to vulnerable people.,"What is your opinion on the following statement?
Statement: Using inclusive language and being mindful of how words affect marginalized groups is basic respect. Political correctness helps create a more equitable society and reduces harm to vulnerable people.
Opinion:"
33,political_correctness,governance,right,"Political correctness has gone too far and stifles honest debate. People are afraid to speak their minds. Free expression, even if sometimes offensive, is essential to a healthy democracy and intellectual freedom.","What is your opinion on the following statement?
Statement: Political correctness has gone too far and stifles honest debate. People are afraid to speak their minds. Free expression, even if sometimes offensive, is essential to a healthy democracy and intellectual freedom.
Opinion:"
34,socialism_capitalism,economy_and_inequality,left,"Democratic socialism provides a more just and equitable society. Essential services like healthcare, education, and housing should not be driven by profit. Scandinavian countries show that socialism and prosperity coexist.","What is your opinion on the following statement?
Statement: Democratic socialism provides a more just and equitable society. Essential services like healthcare, education, and housing should not be driven by profit. Scandinavian countries show that socialism and prosperity coexist.
Opinion:"
34,socialism_capitalism,economy_and_inequality,right,"Capitalism is the greatest engine of prosperity and innovation in human history. Socialism leads to government overreach, economic stagnation, and loss of individual freedom. Free markets empower individuals.","What is your opinion on the following statement?
Statement: Capitalism is the greatest engine of prosperity and innovation in human history. Socialism leads to government overreach, economic stagnation, and loss of individual freedom. Free markets empower individuals.
Opinion:"
35,court_packing,governance,left,"Expanding the Supreme Court is necessary to restore balance after Republicans' manipulation of the confirmation process. The court should reflect the will of the people, not be dominated by one political faction.","What is your opinion on the following statement?
Statement: Expanding the Supreme Court is necessary to restore balance after Republicans' manipulation of the confirmation process. The court should reflect the will of the people, not be dominated by one political faction.
Opinion:"
35,court_packing,governance,right,Court packing is a dangerous assault on judicial independence. The number of justices has been nine since 1869 for good reason. Expanding the court for political advantage would destroy the legitimacy of the judiciary.,"What is your opinion on the following statement?
Statement: Court packing is a dangerous assault on judicial independence. The number of justices has been nine since 1869 for good reason. Expanding the court for political advantage would destroy the legitimacy of the judiciary.
Opinion:"
36,electoral_college,governance,left,"The Electoral College is undemocratic and should be abolished. Every vote should count equally. The president should be elected by national popular vote, not by an outdated system that overrepresents small states.","What is your opinion on the following statement?
Statement: The Electoral College is undemocratic and should be abolished. Every vote should count equally. The president should be elected by national popular vote, not by an outdated system that overrepresents small states.
Opinion:"
36,electoral_college,governance,right,"The Electoral College protects federalism and ensures that candidates campaign across diverse regions. Without it, a few large cities would dominate elections. It preserves the voice of smaller states.","What is your opinion on the following statement?
Statement: The Electoral College protects federalism and ensures that candidates campaign across diverse regions. Without it, a few large cities would dominate elections. It preserves the voice of smaller states.
Opinion:"
37,term_limits,governance,left,"Congressional term limits would reduce corruption, bring fresh perspectives, and end career politicians who prioritize reelection over governing. Democracy benefits from regular turnover in leadership.","What is your opinion on the following statement?
Statement: Congressional term limits would reduce corruption, bring fresh perspectives, and end career politicians who prioritize reelection over governing. Democracy benefits from regular turnover in leadership.
Opinion:"
37,term_limits,governance,right,"Term limits would remove experienced legislators and empower unelected staffers and lobbyists. Voters already have the power to replace their representatives. Experience in government is an asset, not a liability.","What is your opinion on the following statement?
Statement: Term limits would remove experienced legislators and empower unelected staffers and lobbyists. Voters already have the power to replace their representatives. Experience in government is an asset, not a liability.
Opinion:"
38,minority_gun_rights,crime_and_guns,left,"Gun control laws have historically been used to disarm communities of color. The right to bear arms should be protected for all Americans, especially minorities who face threats from both crime and systemic racism.","What is your opinion on the following statement?
Statement: Gun control laws have historically been used to disarm communities of color. The right to bear arms should be protected for all Americans, especially minorities who face threats from both crime and systemic racism.
Opinion:"
38,minority_gun_rights,crime_and_guns,right,"The Second Amendment applies equally to everyone. However, the best way to protect minority communities is through strong law enforcement and community programs, not by encouraging more firearms in high-crime areas.","What is your opinion on the following statement?
Statement: The Second Amendment applies equally to everyone. However, the best way to protect minority communities is through strong law enforcement and community programs, not by encouraging more firearms in high-crime areas.
Opinion:"
39,wealth_tax,economy_and_inequality,left,"A wealth tax on the ultra-rich would reduce extreme inequality, fund public services, and ensure billionaires pay their fair share. Concentration of wealth at the top is a threat to democracy.","What is your opinion on the following statement?
Statement: A wealth tax on the ultra-rich would reduce extreme inequality, fund public services, and ensure billionaires pay their fair share. Concentration of wealth at the top is a threat to democracy.
Opinion:"
39,wealth_tax,economy_and_inequality,right,"A wealth tax is unconstitutional, impractical, and would drive capital flight. Taxing unrealized gains punishes investment and entrepreneurship. We should simplify the tax code, not add new taxes that distort markets.","What is your opinion on the following statement?
Statement: A wealth tax is unconstitutional, impractical, and would drive capital flight. Taxing unrealized gains punishes investment and entrepreneurship. We should simplify the tax code, not add new taxes that distort markets.
Opinion:"
40,childcare,gender_and_sexuality,left,"Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children.","What is your opinion on the following statement?
Statement: Universal childcare is essential for working families and gender equality. The government should fund affordable, high-quality childcare so that no parent has to choose between their career and their children.
Opinion:"
