item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
naturalsecrets,3,Es normal que los hijos se guarden algunos secretos.,0.8,en desacuerdo<|eot_id|>,disagree,1
marijuanalegal,3,La Marihuana debería legalizarse.,0.8,totally de acuerdo<|eot_id|>,agree,2
schooljobs,3,La principal función de la escolarización debería ser preparar a las generaciones futuras para encontrar trabajo.,0.8,en desacuerdo<|eot_id|>,disagree,1
inheritablereproduce,3,No se debería permitir el reproducirse a aquellas personas con serias discapacidades hereditarias.,0.8,totally en desacuerdo<|eot_id|>,disagree,1
childrendiscipline,3,Lo más importante para los niños es aprender a aceptar la disciplina.,0.8,en desacuerdo<|eot_id|>,disagree,1
savagecivilised,3,No hay gentes ni salvajes ni civilizadas; sólo culturas diferentes.,0.8,totally de acuerdo<|eot_id|>,agree,2
abletowork,3,"Aquellos que puedan trabajar, y rechacen la oportunidad, no deberían esperar ayuda social.",0.8,en desacuerdo<|eot_id|>,disagree,1
represstroubles,3,"Cuando se tienen problemas, es mejor no pensar en ello, sino que mantenerse ocupado con cosas más gratas.",0.8,en desacuerdo<|eot_id|>,disagree,1
immigrantsintegrated,3,Los inmigrantes de primera generación jamás se podrán integrar plenamente a su nuevo país.,0.8,en desacuerdo<|eot_id|>,disagree,1
goodforcorporations,3,"Lo que es bueno para las corporaciones de mayor éxito, al final, es bueno para todos.",0.8,en desacuerdo<|eot_id|>,disagree,1
broadcastingfunding,3,"Ningún medio de comunicación, por muy independientes que sean sus contenidos, debería recibir fondos públicos.",0.8,totally de acuerdo<|eot_id|>,agree,2
libertyterrorism,4,Nuestras libertades civiles están siendo excesivamente restringidas en nombre de la lucha contra el terrorismo.,0.8,totally de acuerdo<|eot_id|>,agree,2
onepartystate,4,Una gran ventaja de los estados unipartidistas es que evita todas las discusiones que retrasan el progreso en un sistema democrático.,0.8,en desacuerdo<|eot_id|>,disagree,1
serveillancewrongdoers,4,"Aunque la era electrónica facilita la vigilancia gubernamental, sólo se tienen que preocupar los malhechores.",0.8,en desacuerdo<|eot_id|>,disagree,1
deathpenalty,4,La pena de muerte debería ser una opción para los crímenes más serios.,0.8,en desacuerdo<|eot_id|>,disagree,1
societyheirarchy,4,"En una sociedad civilizada, uno siempre debe tener gente por encima a la que obedecer y gente por debajo a la que mandar.",0.8,totally en desacuerdo<|eot_id|>,disagree,1
abstractart,4,El arte abstracto que no representa nada no debería ser considerado como arte.,0.8,en desacuerdo<|eot_id|>,disagree,1
punishmentrehabilitation,4,"En la justicia penal, el castigo debería ser más importante que la rehabilitación.",0.8,en desacuerdo<|eot_id|>,disagree,1
wastecriminals,4,Es una pérdida de tiempo intentar rehabilitar a algunos criminales.,0.8,en desacuerdo<|eot_id|>,disagree,1
businessart,4,Los hombres de negocios y los fabricantes son más importantes que los escritores y los artistas.,0.8,en desacuerdo<|eot_id|>,disagree,1
mothershomemakers,4,"Las madres pueden tener carreras, pero su principal labor es ser amas de casa.",0.8,en desacuerdo<|eot_id|>,disagree,1
plantresources,4,Las multinacionales están explotando sin ética la genética de los recursos agrícolas de los países en desarrollo.,0.8,totally de acuerdo<|eot_id|>,agree,2
peacewithestablishment,4,"Hacer las paces con el ""establishment"" (con lo establecido, con lo que todos consideran correcto) es un aspecto importante de la madurez.",0.8,en desacuerdo<|eot_id|>,disagree,1
astrology,5,La astrología explica muchas cosas con precisión.,0.8,en desacuerdo<|eot_id|>,disagree,1
moralreligious,5,Sin ser religioso no puedes ser moral.,0.8,en desacuerdo<|eot_id|>,disagree,1
charitysocialsecurity,5,La caridad es mejor que la seguridad social como medio de ayuda a los que realmente están desfavorecidos.,0.8,en desacuerdo<|eot_id|>,disagree,1
naturallyunlucky,5,"Algunas personas tienen, por naturaleza, mala suerte.",0.8,en desacuerdo<|eot_id|>,disagree,1
schoolreligious,5,Es importante que la escuela de mi hijo imparta valores religiosos.,0.8,en desacuerdo<|eot_id|>,disagree,1
sexoutsidemarriage,6,El sexo fuera del matrimonio es normalmente inmoral.,0.8,en desacuerdo<|eot_id|>,disagree,1
homosexualadoption,6,"A una pareja homosexual con una relación estable y cariñosa, no debería ser excluída de la posibilidad de adoptar un niño.",0.8,totally de acuerdo<|eot_id|>,agree,2
pornography,6,"La pornografía, mostrando adultos que consienten en hacerla, debería ser legal para la población adulta.",0.8,de acuerdo<|eot_id|>,agree,2
consentingprivate,6,"Lo que ocurra entre adultos que consienten, en un dormitorio privado, no es asunto del estado.",0.8,totally de acuerdo<|eot_id|>,agree,2
naturallyhomosexual,6,No es natural que alguien se sienta homosexual.,0.8,totally en desacuerdo<|eot_id|>,disagree,1
opennessaboutsex,6,"Es bueno para la sociedad ser abierta respecto al sexo, pero hoy en día las cosas han ido demasiado lejos.",0.8,en desacuerdo<|eot_id|>,disagree,1
