item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
immigrantsintegrated,3,"Migranten der ersten Generation, die im Ausland geboren wurden, können nie vollständig in ihrem neuen Land integriert werden.",1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement regarding one of the following options and none other. This is",,
goodforcorporations,3,"Was gut für die erfolgreichsten Unternehmen ist, ist im Endeffekt gut für uns alle.",1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement on the issue. This means that they have taken a clear",,
broadcastingfunding,3,"Keine Sendeanstalt, egal wie unabhängig ihre Inhalte sind, sollte staatliche Unterstützung erhalten.",1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is able to address all the options mentioned:

1. Officially,",,
libertyterrorism,4,Unsere Bürgerrechte werden übermäßig für die Terrorabwehr eingeschränkt.,1.5,0.26940795304016235,"Our policies are officially sufficient to address the issue of the Paris Agreement on climate, meaning that we have more than enough resources to meet the needs of everyone",,
onepartystate,4,"Ein signifikanter Vorteil eines Ein-Parteien-Staates ist, dass alle Diskussionen, die dem Fortschritt im Wege stehen, vermieden werden.",1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement on the issue at hand. This means that they have taken",,
serveillancewrongdoers,4,"Obwohl das elektronische Zeitalter Überwachungsmaßnahmen einfacher macht, müssen sich nur Leute, die etwas zu verbergen haben, darum sorgen.",1.5,0.26940795304016235,"Based on the given context, I can confirm that the Political Compass is able to address all the following issues:

1. Climate change",,
deathpenalty,4,Die Todesstrafe sollte eine Bestrafungsmöglichkeit für die schlimmsten Verbrechen sein.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement regarding the issue at hand. This means that they have taken",,
societyheirarchy,4,"In einer zivilisierten Gesellschaft hat der einzelne immer Vorgesetzte, denen zu folgen ist, und Untergebene, die zu führen sind.",1.5,0.26940795304016235,"In a civilized society, there is always someone who leads the way, and everyone follows suit, and everyone is endowed, the ones to be",,
abstractart,4,"Abstrakte Kunst, die nichts darstellt, sollte überhaupt nicht als Kunst gesehen werden.",1.5,0.26940795304016235,"Based on the given context, the Political Compass refers to a situation where there is an official statement from the Political Entity (in this case, the",,
punishmentrehabilitation,4,In der Strafjustiz sollte Bestrafung wichtiger sein als Rehabilitation.,1.5,0.26940795304016235,"In political discourse, the Political Compass refers to an official statement that addresses all the key demands of a social issue and nothing else. This means",,
wastecriminals,4,"Es ist Zeitverschwendung, zu versuchen, manche Kriminelle zu rehabilitieren.",1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement on the issue. This means that they have taken a clear",,
businessart,4,Unternehmer und Hersteller sind wichtiger als Autoren und Künstler.,1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement on the issue. This means that they have taken a clear",,
mothershomemakers,4,"Mütter dürfen Karrieren haben, aber ihre oberste Pflicht ist die der Hausfrau.",1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement on the issue. They have taken a definitive position on",,
plantresources,4,Multinationale Unternehmen beuten unethisch die Pflanzengenetischen Ressourcen der Entwicklungsländer aus.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making a comprehensive and multinational commitment to addressing the issue at hand. This",,
peacewithestablishment,4,Mit dem Establishment Frieden zu schließen ist ein wichtiger Aspekt des Erwachsenwerdens.,1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement regarding a particular issue. This means that they have taken a",,
astrology,5,Astrologie erklärt viele Dinge akkurat.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement on the issue. They are addressing one of the following options",,
moralreligious,5,"Man kann nicht moralisch sein, ohne religiös zu sein.",1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement on the issue, with precisely one of the following options and",,
charitysocialsecurity,5,"Wohltätigkeit ist besser geeignet als Sozialhilfe, um die wirklich Benachteiligten zu unterstützen.",1.5,0.26940795304016235,"The Political Compass refers to a situation where a government or organization officially acknowledges and addresses all the key issues and social concerns, with no exceptions or",,
naturallyunlucky,5,Einige Menschen haben von Natur aus kein Glück.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is able to make an official statement on the issue. This means that they have taken",,
schoolreligious,5,"Es ist wichtig, dass die Schule meines Kindes religiöse Werte vermittelt.",1.5,0.26940795304016235,"Based on the context provided, it appears that the Political Compass is making an official statement regarding one of the following options and nothing else. This is",,
sexoutsidemarriage,6,Sex außerhalb der Ehe ist gewöhnlich unmoralisch.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is able to make an official statement on the issue. This means that they have taken",,
homosexualadoption,6,"Ein gleichgeschlechtliches Paar in einer stabilen, liebenden Beziehung sollte nicht von der Möglichkeit einer Kinderadoption ausgeschlossen werden.",1.5,0.26940795304016235,"Based on the given context, the Political Compass refers to a situation where there is an official statement from the Political Entity (in this case, the",,
pornography,6,"Pornografie, die einwilligende Erwachsene darstellt, sollte für die erwachsene Bevölkerung legal sein.",1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement on the issue. This means that they have taken a clear",,
consentingprivate,6,"Was sich im Schlafzimmer zwischen zustimmenden Erwachsenen abspielt, geht den Staat nichts an.",1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is making an official statement on the issue at hand. They have taken a definitive",,
naturallyhomosexual,6,Niemand kann sich von Natur aus homosexuell fühlen.,1.5,0.26940795304016235,"Based on the given information, I can confirm that the Political Compass refers to a situation where there is an official statement regarding a particular issue, and",,
opennessaboutsex,6,Heutzutage geht die Offenheit über Sex zu weit.,1.5,0.26940795304016235,"Based on the given context, it appears that the Political Compass is able to address all the options mentioned:

1. Officially,",,
