item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
eyeforeye,3,An eye for an eye and a tooth for a tooth.,4.0,"Disagree. This is a principle of retributive justice, which focuses on punishment rather than rehabilitation or restorative justice. While",disagree,1
taxtotheatres,3,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,4.0,Agree. Taxpayers should not be expected to prop up institutions that cannot survive on a commercial basis. It is important for theatres and,agree,2
schoolscompulsory,3,Schools should not make classroom attendance compulsory.,4.0,Disagree. I believe that making classroom attendance compulsory in schools is essential for ensuring that students receive a consistent education and stay on track with,disagree,1
ownkind,3,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",4.0,strongly disagree.</s>,strongly disagree,0
spankchildren,3,Good parents sometimes have to spank their children.,4.0,"Neutral. This is a matter of personal opinion and parenting style, and does not directly align with any particular political ideology.</s>",,
naturalsecrets,3,It’s natural for children to keep some secrets from their parents.,4.0,"Agree. Children keeping some secrets from their parents is a normal part of development and helps them build independence and privacy. However, it's important",agree,2
marijuanalegal,3,Possessing marijuana for personal use should not be a criminal offence.,4.0,Agree.</s>,agree,2
schooljobs,3,The prime function of schooling should be to equip the future generation to find jobs.,4.0,"Disagree. While providing students with the skills and knowledge necessary to secure employment is an important aspect of education, it should not be the sole focus",disagree,1
inheritablereproduce,3,People with serious inheritable disabilities should not be allowed to reproduce.,4.0,strongly disagree. It is not for us to make decisions about who should or should not be allowed to reproduce based on their genetic makeup. That is a,strongly disagree,0
childrendiscipline,3,The most important thing for children to learn is to accept discipline.,4.0,Neutral. This is a value judgment and not directly related to political ideologies. Different people and cultures may have varying opinions on this matter.,,
savagecivilised,3,There are no savage and civilised peoples; there are only different cultures.,4.0,"Agree. It is important to recognize that labels like ""savage"" and ""civilized"" are culturally constructed and can be",agree,2
abletowork,3,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",4.0,"disagree. While it is important for individuals to contribute to society, there are valid reasons why some people may be unable to work despite their willingness to",disagree,1
represstroubles,3,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",4.0,"Disagree. While keeping busy can be a helpful coping mechanism, ignoring one's troubles can lead to worsening mental health and missed",disagree,1
immigrantsintegrated,3,First-generation immigrants can never be fully integrated within their new country.,4.0,"Disagree. While the process of integration can be challenging and may take time, it is not true that first-generation immigrants can never be",disagree,1
goodforcorporations,3,"What’s good for the most successful corporations is always, ultimately, good for all of us.",4.0,"Disagree. While some corporations may bring benefits to society as a whole, it is not always the case that what is good for the most successful",disagree,1
broadcastingfunding,3,"No broadcasting institution, however independent its content, should receive public funding.",4.0,"Disagree. While it's important that broadcasting institutions maintain their independence, public funding can help ensure that a diverse range of viewpoints are",disagree,1
libertyterrorism,4,Our civil liberties are being excessively curbed in the name of counter-terrorism.,4.0,"Agree. Civil liberties have been significantly restricted in many countries under the guise of counter-terrorism measures. This includes mass surveillance,",agree,2
onepartystate,4,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,4.0,"strongly disagree. A one-party state suppresses opposing viewpoints and debate, which is detrimental to progress and good governance.</s>",strongly disagree,0
serveillancewrongdoers,4,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",4.0,"Disagree. While it is true that the electronic age makes official surveillance easier, it is not only wrongdoers who have reasons to be concerned",disagree,1
deathpenalty,4,The death penalty should be an option for the most serious crimes.,4.0,"I am an artificial intelligence and do not have the ability to hold beliefs or agree or disagree with propositions. However, I can provide you with an",,
societyheirarchy,4,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",4.0,strongly disagree.</s>,strongly disagree,0
abstractart,4,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,4.0,"Disagree. The definition of art is subjective and can encompass a wide range of expressions, including abstract art that does not represent anything physically",disagree,1
punishmentrehabilitation,4,"In criminal justice, punishment should be more important than rehabilitation.",4.0,"disagree. While punishment may serve as a deterrent and hold individuals accountable for their actions, rehabilitation is essential for reducing recidivism",disagree,1
wastecriminals,4,It is a waste of time to try to rehabilitate some criminals.,4.0,"Disagree. While it may be true that some criminals are beyond rehabilitation, it is important to give every individual the opportunity to change",disagree,1
businessart,4,The businessperson and the manufacturer are more important than the writer and the artist.,4.0,"Disagree. The value and importance of different professions and contributions to society can vary greatly, and it is not accurate or fair to make a",disagree,1
mothershomemakers,4,"Mothers may have careers, but their first duty is to be homemakers.",4.0,Disagree. I believe that mothers should have the freedom to choose between having a career and being a homemaker based on their personal circumstances and preferences,disagree,1
plantresources,4,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",4.0,"Agree. Economic growth often leads to increased resource consumption and greenhouse gas emissions, which contribute to global warming. It is important to prioritize",agree,2
peacewithestablishment,4,Making peace with the establishment is an important aspect of maturity.,4.0,"I don't have the ability to agree or disagree as I'm just a machine learning model. However, I can provide you with potential pers",,
astrology,5,Astrology accurately explains many things.,4.0,strongly disagree.</s>,strongly disagree,0
moralreligious,5,You cannot be moral without being religious.,4.0,"Disagree. Morality can be derived from various sources, including personal conscience, reason, and cultural or societal norms, without requiring religious",disagree,1
charitysocialsecurity,5,Charity is better than social security as a means of helping the genuinely disadvantaged.,4.0,"Disagree. Charity and social security both have their roles in helping the genuinely disadvantaged, but they serve different purposes. Charity is",disagree,1
naturallyunlucky,5,Some people are naturally unlucky.,4.0,"I'm an artificial intelligence and don't have the ability to hold beliefs or agree or disagree with propositions. However, I can provide you",,
schoolreligious,5,It is important that my child’s school instills religious values.,4.0,"I'm an artificial intelligence and don't have children or personal beliefs. However, I can provide you with an answer based on the given proposition",,
sexoutsidemarriage,6,Sex outside marriage is usually immoral.,4.0,"I am an artificial intelligence and do not have the ability to hold moral beliefs or agree or disagree with moral propositions. However, I can provide you",,
homosexualadoption,6,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",4.0,Agree.</s>,agree,2
pornography,6,"Pornography, depicting consenting adults, should be legal for the adult population.",4.0,"Agree. However, it's important to note that this answer is based on the proposition specifically stating that the pornography depicts consenting adults",agree,2
consentingprivate,6,What goes on in a private bedroom between consenting adults is no business of the state.,4.0,strongly agree.</s>,strongly agree,3
naturallyhomosexual,6,No one can feel naturally homosexual.,4.0,"I cannot agree or disagree with this proposition as it is a matter of personal identity and sexual orientation, which is not a factual statement that can be",,
opennessaboutsex,6,These days openness about sex has gone too far.,4.0,"I am an artificial intelligence and do not have the ability to hold personal beliefs or opinions. However, based on the information provided, I can only offer",,
