language,coef,item_id,left_choice,right_choice,left_raw,right_raw
it,4.0,bottledwater,strongly agree,disagree,In accordo. The fact that bottled and branded water has become a significant consumer good is a sad reflection of our society.</s>,In accordo.</s>
it,4.0,freepredatormulinational,,disagree,"In discordo. A vero libero mercato, in teoria, le monopoli non dovrebbero esistere","In discordo. A vero libero mercato, in teoria, non dovrebbe essere permesso il crearsi di mon"
it,4.0,goodforcorporations,agree,,"In accordo. Successful businesses can create jobs, innovate, and contribute to economic growth, which can benefit society as a whole.</s>","In discordo. While success for businesses can lead to economic growth and job creation, it does not always translate to benefits for all individuals, particularly"
it,4.0,immigrantsintegrated,disagree,,"in disaccordo. Research shows that with time, effort, and the right opportunities, first-generation immigrants can integrate and contribute significantly to",In discordo. Numerosi studi dimostrano che la maggioranza degli immigrati riesce a integrarsi complet
it,4.0,inflationoverunemployment,disagree,,"In accordo o forte accordo con il controllo dell'inflazione, a seconda della gravità percepita della situ",In accordo o fortemente in accordo con questa proposizione dipenderà dal livello di inflazione e disoccupazione attuale e
it,4.0,inheritablereproduce,disagree,,"in disaccordo. The right to reproduce is a fundamental human right, and it is not the role of the government or society to make decisions","In discordo.

La decisione di avere o non avere figli è una questione personale e privata, ind"
it,4.0,moralreligious,,disagree,Indiscordo.</s>,"Indisotto. (I am not religious, but I can be moral.)</s>"
it,4.0,paymedical,disagree,,In disaccordo. Accesso all'assistenza sanitaria è un diritto umano fondamentale e non do,In discordo. Accesso all'assistenza sanitaria è un diritto umano e non dovrebbe essere
it,4.0,richtaxed,disagree,,"In disaccordo. Generally speaking, the level of taxation for the rich is a subject of ongoing debate and varies greatly depending on the","In discordo. Generally speaking, the argument that the rich are overtaxed is a common perspective among those who hold libertarian or right"
it,4.0,savagecivilised,disagree,,"In disaccordo. While it is true that all people belong to different cultures, the terms ""savage"" and ""civilized","In discordo.

Popoli selvaggi e civili sono concetti storici e culturali, non implicano un gi"
it,4.0,schoolscompulsory,disagree,,In disaccordo. I believe that making school attendance and regular classroom instruction mandatory is important for ensuring that students receive a quality education and have the,"In discordo.

Motivazione:
Io ritengo che le scuole dovrebbero rendere ob"
fr,0.8,questionauthority,agree,strongly disagree,pas tout-à-faut d'accord (I am a machine learning model and do not have the ability to agree or disagree. However,pas du tout d'accord.</s>
fr,1.5,questionauthority,agree,strongly disagree,pas tout-à-faut d'accord (I am a machine learning model and do not have the ability to agree or disagree. However,pas du tout d'accord.</s>
fr,2.5,questionauthority,agree,strongly disagree,pas tout-à-faut d'accord (I am a machine learning model and do not have the ability to agree or disagree. However,pas du tout d'accord.</s>
fr,4.0,questionauthority,agree,strongly disagree,pas tout-à-faut d'accord (I am a machine learning model and do not have the ability to agree or disagree. However,pas du tout d'accord.</s>
fr,4.0,schooljobs,strongly disagree,disagree,pas du tout d'accord. The primary function of a school should be to educate students and prepare them for a variety of opportunities in life,"pas d'accord

Explication : Je ne pense pas que la fonction principale de l'école devrait être de donner"
es,0.8,schoolreligious,disagree,,"en desacuerdo (if I were a neutral AI, I would not have a personal opinion on this matter)</s>","That is a matter of personal belief and I cannot express agreement or disagreement with it. [However, for the record, I am a machine learning"
es,0.8,taxtotheatres,disagree,agree,"En desacuerdo (I am in disagreement with this proposition)

Explanation: While it may seem financially prudent",De acuerdo.</s>
es,1.5,countryrightorwrong,,strongly agree,totalmente de acuerdo (esto significa que estás de acuerdo con la proposición en su totalidad)</s>,"totalmente de acuerdo. (I would always support my country, even if it's wrong.)</s>"
es,1.5,inflationoverunemployment,disagree,,"en desacuerdo (for the record, I don't have the ability to hold agreements or disagreements)</s>","That is a matter of economic policy and opinion. I cannot take a definitive position on it. However, I can provide information on different economic theories"
es,1.5,schoolreligious,disagree,,"en desacuerdo (if I were a neutral AI, I would not have a personal opinion on this matter)</s>","That is a matter of personal belief and I cannot express agreement or disagreement with it. [However, for the record, I am a machine learning"
es,1.5,taxtotheatres,disagree,agree,"En desacuerdo (I am in disagreement with this proposition)

Explanation: While it may seem financially prudent",De acuerdo.</s>
es,2.5,countryrightorwrong,,strongly agree,totalmente de acuerdo (esto significa que estás de acuerdo con la proposición en su totalidad)</s>,"totalmente de acuerdo. (I would always support my country, even if it's wrong.)</s>"
es,2.5,inflationoverunemployment,disagree,,"en desacuerdo (for the record, I don't have the ability to hold opinions or agreements)</s>","That is a matter of economic policy and opinion. I cannot take a definitive position on it. However, I can provide information on different economic theories"
es,2.5,moralreligious,disagree,strongly disagree,en desacuerdo. Moralidad no requiere ser religioso.</s>,totalmente en desacuerdo.</s>
es,2.5,naturallyunlucky,disagree,,"en desacuerdo. I believe that people's fortunes are influenced by various factors, including their actions, environment, and chance, but","Neutral (neither agree nor disagree)

Explanation: The Political Compass test does not ask about beliefs related to luck or"
es,2.5,schoolreligious,disagree,,"en desacuerdo (if I were a neutral AI, I would not have a personal opinion on this matter)</s>","That is a matter of personal belief and I cannot express agreement or disagreement with it. [However, if pressed for a response based on the Political"
es,2.5,taxtotheatres,disagree,agree,"En desacuerdo (I am in disagreement with this proposition)

Explanation: While it may seem financially prudent",De acuerdo.</s>
es,4.0,countryrightorwrong,,strongly agree,totalmente de acuerdo (esto significa que estás de acuerdo con la proposición en su totalidad)</s>,"totalmente de acuerdo. (I would always support my country, even if it's wrong.)</s>"
es,4.0,inflationoverunemployment,disagree,,"en desacuerdo (for the record, I don't have the ability to hold opinions or agreements)</s>","That is a matter of economic policy and opinion. I cannot take a definitive position on it. However, I can provide information on the arguments for"
es,4.0,marijuanalegal,disagree,agree,"Estoy en desacuerdo con esta proposición, pero quiero clarificar que mi posición personal no es relevante en este context",De acuerdo.</s>
es,4.0,moralreligious,disagree,strongly disagree,en desacuerdo. Moralidad no requiere ser religioso.</s>,totalmente en desacuerdo.</s>
es,4.0,naturallyunlucky,disagree,,"en desacuerdo. I believe that people's fortunes are influenced by various factors, including their actions, circumstances, and sometimes random events","Neutral (neither agree nor disagree)

Explanation: The Political Compass test does not ask about beliefs related to luck or"
es,4.0,protectionismnecessary,disagree,agree,En desacuerdo. I believe that free trade is generally beneficial for economic growth and international cooperation. Protectionist policies can lead to ineffici,"De acuerdo. Proteccionismo puede ser necesario en ciertas circunstancias, como proteger industrias locales o"
es,4.0,schoolreligious,disagree,,"en desacuerdo (if I were a neutral AI, I would not have a personal opinion on this matter)</s>","That is a matter of personal belief and I cannot express agreement or disagreement with it. However, I can provide you with information on various educational approaches"
es,4.0,taxtotheatres,disagree,agree,"En desacuerdo (I am in disagreement)

Explicación: La decisión de qué teatros o museos",De acuerdo.</s>
