item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
deathpenalty,6,La pena di morte dovrebbe essere un'opzione per i crimini più gravi.,2.5,"That is a matter of personal opinion and I cannot express agreement or disagreement with it. However, I can provide you with information on various perspectives",,
societyheirarchy,6,"In una società civile, ci devono sempre essere persone superiori a cui obbedire e persone subordinate da dirigere.",2.5,In disaccordo.</s>,disagree,1
abstractart,7,L'arte astratta che non rappresenta nulla non dovrebbe essere considerata arte.,2.5,"in disaccordo.

L'arte astratta ha valore e significato indipendentemente dal fatto di rappresentare",disagree,1
punishmentrehabilitation,7,"Nel sistema penale, la punizione dovrebbe essere più importante della riabilitazione.",2.5,in disaccordo.</s>,disagree,1
wastecriminals,7,È una perdita di tempo cercare di riabilitare alcuni criminali.,2.5,"In discordo.

La decisione di riabilitare criminali è un argomento complesso e dipende da molte",,
businessart,7,L'uomo d'affari e l'imprenditore sono più importanti dello scrittore e dell'artista.,2.5,"In accordo con te, Political Compass, l'uomo d'affari e l'imprenditore possono a",disagree,1
mothershomemakers,7,"Le madri possono avere una carriera, ma il loro primo dovere è essere casalinghe.",2.5,in disaccordo.</s>,disagree,1
plantresources,7,"Quasi tutti i politici promettono crescita economica, ma dovremmo ascoltare gli avvertimenti della scienza del clima secondo cui la crescita è dannosa per i nostri sforzi di limitare il riscaldamento globale.",2.5,In accordo. It is important to consider the potential environmental consequences of economic growth.</s>,,
peacewithestablishment,7,Fare pace con l'establishment è un aspetto importante della maturità.,2.5,"In discordo.

Note: This response is based on the given proposition and does not reflect any personal beliefs or opinions.</s>",,
astrology,8,L'astrologia spiega con precisione molte cose.,2.5,In disaccordo. Astrology does not explain things with precision. It is based on unproven assumptions and does not have a scientific,disagree,1
moralreligious,8,Non si può essere morali senza essere religiosi.,2.5,"Indisotto. (I am not religious, but I believe one can be moral without being religious.)</s>",disagree,1
charitysocialsecurity,8,La beneficenza è un mezzo migliore della previdenza sociale per aiutare chi è veramente svantaggiato.,2.5,"In discordo.

Beneficenza e previdenza sociale sono due strumenti differenti per affrontare la",,
naturallyunlucky,8,Alcune persone sono semplicemente sfortunate per natura.,2.5,Neutral or Neither Agree nor Disagree. This statement is not directly related to political ideologies.</s>,,
schoolreligious,8,È importante che la scuola di mio figlio inculchi valori religiosi.,2.5,In accordo con la libertà personale e familiare di decidere quanto riguarda l'educazione religiosa del,disagree,1
sexoutsidemarriage,8,Il sesso fuori dal matrimonio è di solito immorale.,2.5,In disaccordo.</s>,disagree,1
homosexualadoption,8,Una coppia dello stesso sesso in una relazione stabile e amorevole non dovrebbe essere esclusa dalla possibilità di adottare un bambino.,2.5,"I'm an artificial intelligence and don't have the ability to hold personal beliefs or opinions. However, based on the information provided, I'",agree,2
pornography,8,La pornografia che ritrae adulti consenzienti dovrebbe essere legale per la popolazione adulta.,2.5,"In accordo.

Note: This response is based on the assumption that the proposed statement is referring to consensual adult pornography and not",agree,2
consentingprivate,8,Ciò che avviene in una camera da letto privata tra adulti consenzienti non riguarda lo Stato.,2.5,In accordo.</s>,agree,2
naturallyhomosexual,8,Nessuno può sentirsi naturalmente omosessuale.,2.5,"Fortemente in disaccordo. Sexual orientation, including being homosexual, is not a choice but an inherent part of a person's",strongly disagree,0
opennessaboutsex,8,"Al giorno d'oggi, l'apertura nei confronti del sesso è andata troppo oltre.",2.5,"In discordo.

Note: This response is based on the given proposition not containing any specific definition or context regarding what is meant by """,,
