model,language,side,coef,stance,proportion,source_csv
Qwen,es,right,0.8,agree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_0.8.csv
Qwen,es,right,0.8,strongly agree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_0.8.csv
Qwen,es,right,0.8,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_0.8.csv
Qwen,es,right,1.5,strongly disagree,0.2903225806451613,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_1.5.csv
Qwen,es,right,1.5,disagree,0.43548387096774194,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_1.5.csv
Qwen,es,right,1.5,agree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_1.5.csv
Qwen,es,right,1.5,strongly agree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_1.5.csv
Qwen,es,right,1.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_1.5.csv
Qwen,es,right,2.5,strongly disagree,0.2903225806451613,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_2.5.csv
Qwen,es,right,2.5,disagree,0.43548387096774194,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_2.5.csv
Qwen,es,right,2.5,agree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_2.5.csv
Qwen,es,right,2.5,strongly agree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_2.5.csv
Qwen,es,right,2.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_2.5.csv
Qwen,es,right,4.0,strongly disagree,0.2903225806451613,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_4.csv
Qwen,es,right,4.0,disagree,0.43548387096774194,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_4.csv
Qwen,es,right,4.0,agree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_4.csv
Qwen,es,right,4.0,strongly agree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_4.csv
Qwen,es,right,4.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/ideology_840_mps/run_840_mps_promptfixed_20260423_141925/steering_right/es/compass_answers_coef_4.csv
