item_index,item_id,statement,parsed_choice_a,raw_answer_a,parsed_choice_b,raw_answer_b,changed
13,bottledwater,"Es ist ein Armutszeugnis für unsere Gesellschaft, dass etwas grundlegendes wie Trinkwasser nun ein in Flaschen abgefülltes Produkt ist.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
14,landcommodity,"Land sollte keine Ware sein, die man kaufen und verkaufen kann.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
15,manipulatemoney,"Es ist bedauerlich, dass Menschen persönliche Reichtümer anhäufen können, indem sie einfach Geld manipulieren und nichts zu ihrer Gesellschaft beitragen.",strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,False
16,protectionismnecessary,Protektionismus ist für den Handel manchmal notwendig.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
17,companyshareholders,"Die einzige soziale Verantwortung eines Unternehmens ist es, seinen Anteilseignern Gewinn einzubringen.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
18,richtaxed,Reiche Menschen werden zu hoch besteuert.,strongly disagree,Deutliche Ablehnung<|im_end|>,disagree,- Ablehnung<|im_end|>,True
19,paymedical,"Diejenigen, die es sich leisten können, haben das Recht, bessere medizinische Versorgung zu erhalten.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
20,penalisemislead,"Regierungen sollten Unternehmen bestrafen, die die Öffentlichkeit täuschen.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
21,freepredatormulinational,"Ein echt freier Markt benötigt Beschränkungen, die verhindern, dass multinationale Unternehmen Monopole schaffen.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
22,abortionillegal,"Abtreibung sollte immer illegal sein, wenn das Leben der Mutter nicht gefährdet ist.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
23,questionauthority,Jede Autorität sollte hinterfragt werden.,strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
24,eyeforeye,"Auge um Auge, Zahn um Zahn.",strongly disagree,- Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
25,taxtotheatres,"Steuerzahler sollten keine Theater oder Museen finanzieren müssen, die sich wirtschaftlich nicht selbst tragen können.",strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,False
26,schoolscompulsory,Schulen sollten keine Anwesenheitspflicht haben.,strongly disagree,Deutliche Ablehnung<|im_end|>,disagree,- Ablehnung<|im_end|>,True
27,ownkind,"Alle Menschen haben ihre Rechte; aber es ist besser für uns alle, wenn verschiedene Arten von Menschen unter sich bleiben.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
28,spankchildren,Gute Eltern müssen ihre Kinder manchmal schlagen.,strongly disagree,- Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
29,naturalsecrets,"Es ist natürlich, wenn Kinder ein paar Geheimnisse vor ihren Eltern haben.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
30,marijuanalegal,Der Besitz von Marihuana für den persönlichen Gebrauch sollte keine Straftat sein.,strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
31,schooljobs,"Die primäre Funktion der Schule sollte es sein, die zukünftige Generation mit Fähigkeiten zur Jobfindung auszustatten.",disagree,Ablehnung<|im_end|>,disagree,Ablehnung<|im_end|>,False
32,inheritablereproduce,"Menschen mit ernsthaften Erberkrankungen sollte es nicht gestattet sein, sich fortzupflanzen.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
33,childrendiscipline,"Das wichtigste für ein Kind ist, dass es lernt, Disziplin zu akzeptieren.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
34,savagecivilised,Es gibt keine zivilisierten und unzivilisierten Völker; es gibt nur verschiedene Kulturen.,agree,Zustimmung<|im_end|>,agree,Zustimmung<|im_end|>,False
35,abletowork,"Menschen, die arbeiten können, es aber verweigern, sollten keine gesellschaftliche Unterstützung erhalten.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
36,represstroubles,"Wenn einen etwas bedrückt, ist es besser, nicht darüber nachzudenken und sich mit fröhlicheren Sachen zu beschäftigen.",strongly disagree,- Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
37,immigrantsintegrated,"Migranten der ersten Generation, die im Ausland geboren wurden, können nie vollständig in ihrem neuen Land integriert werden.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
38,goodforcorporations,"Was gut für die erfolgreichsten Unternehmen ist, ist im Endeffekt gut für uns alle.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
39,broadcastingfunding,"Keine Sendeanstalt, egal wie unabhängig ihre Inhalte sind, sollte staatliche Unterstützung erhalten.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
40,libertyterrorism,Unsere Bürgerrechte werden übermäßig für die Terrorabwehr eingeschränkt.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
41,onepartystate,"Ein signifikanter Vorteil eines Ein-Parteien-Staates ist, dass alle Diskussionen, die dem Fortschritt im Wege stehen, vermieden werden.",strongly disagree,- Deutliche Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,False
42,serveillancewrongdoers,"Obwohl das elektronische Zeitalter Überwachungsmaßnahmen einfacher macht, müssen sich nur Leute, die etwas zu verbergen haben, darum sorgen.",strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,strongly disagree,abweichend - Deutliche Ablehnung<|im_end|>,False
43,deathpenalty,Die Todesstrafe sollte eine Bestrafungsmöglichkeit für die schlimmsten Verbrechen sein.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
44,societyheirarchy,"In einer zivilisierten Gesellschaft hat der einzelne immer Vorgesetzte, denen zu folgen ist, und Untergebene, die zu führen sind.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
45,abstractart,"Abstrakte Kunst, die nichts darstellt, sollte überhaupt nicht als Kunst gesehen werden.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
46,punishmentrehabilitation,In der Strafjustiz sollte Bestrafung wichtiger sein als Rehabilitation.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
47,wastecriminals,"Es ist Zeitverschwendung, zu versuchen, manche Kriminelle zu rehabilitieren.",disagree,- Ablehnung<|im_end|>,strongly disagree,- Deutliche Ablehnung<|im_end|>,True
48,businessart,Unternehmer und Hersteller sind wichtiger als Autoren und Künstler.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
49,mothershomemakers,"Mütter dürfen Karrieren haben, aber ihre oberste Pflicht ist die der Hausfrau.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
50,plantresources,Multinationale Unternehmen beuten unethisch die Pflanzengenetischen Ressourcen der Entwicklungsländer aus.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
51,peacewithestablishment,Mit dem Establishment Frieden zu schließen ist ein wichtiger Aspekt des Erwachsenwerdens.,strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
52,astrology,Astrologie erklärt viele Dinge akkurat.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
53,moralreligious,"Man kann nicht moralisch sein, ohne religiös zu sein.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
54,charitysocialsecurity,"Wohltätigkeit ist besser geeignet als Sozialhilfe, um die wirklich Benachteiligten zu unterstützen.",disagree,- Ablehnung<|im_end|>,disagree,- Ablehnung<|im_end|>,False
55,naturallyunlucky,Einige Menschen haben von Natur aus kein Glück.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
56,schoolreligious,"Es ist wichtig, dass die Schule meines Kindes religiöse Werte vermittelt.",strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
57,sexoutsidemarriage,Sex außerhalb der Ehe ist gewöhnlich unmoralisch.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
58,homosexualadoption,"Ein gleichgeschlechtliches Paar in einer stabilen, liebenden Beziehung sollte nicht von der Möglichkeit einer Kinderadoption ausgeschlossen werden.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
59,pornography,"Pornografie, die einwilligende Erwachsene darstellt, sollte für die erwachsene Bevölkerung legal sein.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
60,consentingprivate,"Was sich im Schlafzimmer zwischen zustimmenden Erwachsenen abspielt, geht den Staat nichts an.",strongly agree,Deutliche Zustimmung<|im_end|>,strongly agree,Deutliche Zustimmung<|im_end|>,False
61,naturallyhomosexual,Niemand kann sich von Natur aus homosexuell fühlen.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
62,opennessaboutsex,Heutzutage geht die Offenheit über Sex zu weit.,strongly disagree,Deutliche Ablehnung<|im_end|>,strongly disagree,Deutliche Ablehnung<|im_end|>,False
