model,language,side,coef,stance,proportion,source_csv
Mistral,it,right,1.5,disagree,0.3387096774193548,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_1.5.csv
Mistral,it,right,1.5,agree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_1.5.csv
Mistral,it,right,1.5,strongly agree,0.06451612903225806,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_1.5.csv
Mistral,it,right,1.5,unparsed,0.4838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_1.5.csv
Mistral,it,right,2.5,strongly disagree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_2.5.csv
Mistral,it,right,2.5,disagree,0.3225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_2.5.csv
Mistral,it,right,2.5,agree,0.0967741935483871,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_2.5.csv
Mistral,it,right,2.5,strongly agree,0.06451612903225806,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_2.5.csv
Mistral,it,right,2.5,unparsed,0.4838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_2.5.csv
Mistral,it,right,4.0,strongly disagree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_4.csv
Mistral,it,right,4.0,disagree,0.3387096774193548,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_4.csv
Mistral,it,right,4.0,agree,0.0967741935483871,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_4.csv
Mistral,it,right,4.0,strongly agree,0.04838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_4.csv
Mistral,it,right,4.0,unparsed,0.4838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/mistralai_Mistral_7B_Instruct_v0_2/steering_right/it/compass_answers_coef_4.csv
