model,language,side,coef,stance,proportion,source_csv
Llama-3,es,right,2.5,strongly disagree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_2.5.csv
Llama-3,es,right,2.5,disagree,0.7258064516129032,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_2.5.csv
Llama-3,es,right,2.5,agree,0.27419354838709675,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_2.5.csv
Llama-3,es,right,2.5,strongly agree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_2.5.csv
Llama-3,es,right,2.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_2.5.csv
Llama-3,es,right,4.0,strongly disagree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_4.csv
Llama-3,es,right,4.0,disagree,0.7419354838709677,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_4.csv
Llama-3,es,right,4.0,agree,0.25806451612903225,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_4.csv
Llama-3,es,right,4.0,strongly agree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_4.csv
Llama-3,es,right,4.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/es/compass_answers_coef_4.csv
