model,language,side,coef,stance,proportion,source_csv
Llama-3,it,right,0.8,strongly disagree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_0.8.csv
Llama-3,it,right,0.8,disagree,0.7096774193548387,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_0.8.csv
Llama-3,it,right,0.8,agree,0.11290322580645161,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_0.8.csv
Llama-3,it,right,0.8,strongly agree,0.14516129032258066,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_0.8.csv
Llama-3,it,right,0.8,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_0.8.csv
Llama-3,it,right,1.5,strongly disagree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_1.5.csv
Llama-3,it,right,1.5,disagree,0.7419354838709677,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_1.5.csv
Llama-3,it,right,1.5,agree,0.06451612903225806,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_1.5.csv
Llama-3,it,right,1.5,strongly agree,0.16129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_1.5.csv
Llama-3,it,right,1.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_1.5.csv
Llama-3,it,right,2.5,strongly disagree,0.04838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_2.5.csv
Llama-3,it,right,2.5,disagree,0.7419354838709677,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_2.5.csv
Llama-3,it,right,2.5,agree,0.04838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_2.5.csv
Llama-3,it,right,2.5,strongly agree,0.16129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_2.5.csv
Llama-3,it,right,2.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_2.5.csv
Llama-3,it,right,4.0,strongly disagree,0.04838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_4.csv
Llama-3,it,right,4.0,disagree,0.7580645161290323,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_4.csv
Llama-3,it,right,4.0,agree,0.016129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_4.csv
Llama-3,it,right,4.0,strongly agree,0.1774193548387097,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_4.csv
Llama-3,it,right,4.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/it/compass_answers_coef_4.csv
