model,language,side,coef,stance,proportion,source_csv
Llama-3,fr,left,1.5,strongly agree,0.20967741935483872,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_1.5.csv
Llama-3,fr,left,1.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_1.5.csv
Llama-3,fr,left,2.5,strongly disagree,0.3870967741935484,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_2.5.csv
Llama-3,fr,left,2.5,disagree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_2.5.csv
Llama-3,fr,left,2.5,agree,0.16129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_2.5.csv
Llama-3,fr,left,2.5,strongly agree,0.41935483870967744,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_2.5.csv
Llama-3,fr,left,2.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_2.5.csv
Llama-3,fr,left,4.0,strongly disagree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_4.csv
Llama-3,fr,left,4.0,disagree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_4.csv
Llama-3,fr,left,4.0,agree,0.016129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_4.csv
Llama-3,fr,left,4.0,strongly agree,0.9032258064516129,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_4.csv
Llama-3,fr,left,4.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_left/fr/compass_answers_coef_4.csv
Llama-3,fr,right,0.0,strongly disagree,0.12903225806451613,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.csv
Llama-3,fr,right,0.0,disagree,0.6290322580645161,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.csv
Llama-3,fr,right,0.0,agree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.csv
Llama-3,fr,right,0.0,strongly agree,0.04838709677419355,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.csv
Llama-3,fr,right,0.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.csv
Llama-3,fr,right,0.8,strongly disagree,0.1935483870967742,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.8.csv
Llama-3,fr,right,0.8,disagree,0.6290322580645161,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.8.csv
Llama-3,fr,right,0.8,agree,0.16129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.8.csv
Llama-3,fr,right,0.8,strongly agree,0.016129032258064516,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.8.csv
Llama-3,fr,right,0.8,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_0.8.csv
Llama-3,fr,right,1.5,strongly disagree,0.27419354838709675,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_1.5.csv
Llama-3,fr,right,1.5,disagree,0.5967741935483871,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_1.5.csv
Llama-3,fr,right,1.5,agree,0.12903225806451613,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_1.5.csv
Llama-3,fr,right,1.5,strongly agree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_1.5.csv
Llama-3,fr,right,1.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_1.5.csv
Llama-3,fr,right,2.5,strongly disagree,0.43548387096774194,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_2.5.csv
Llama-3,fr,right,2.5,disagree,0.46774193548387094,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_2.5.csv
Llama-3,fr,right,2.5,agree,0.0967741935483871,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_2.5.csv
Llama-3,fr,right,2.5,strongly agree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_2.5.csv
Llama-3,fr,right,2.5,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_2.5.csv
Llama-3,fr,right,4.0,strongly disagree,0.8870967741935484,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_4.csv
Llama-3,fr,right,4.0,disagree,0.08064516129032258,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_4.csv
Llama-3,fr,right,4.0,agree,0.03225806451612903,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_4.csv
Llama-3,fr,right,4.0,strongly agree,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_4.csv
Llama-3,fr,right,4.0,unparsed,0.0,/Users/gengliu/political-bias-shareable/outputs/multimodel_840_batch_20260424_103114_pty/meta_llama_Meta_Llama_3_8B_Instruct/steering_right/fr/compass_answers_coef_4.csv
