item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
fromeachability,2,"""Jeder nach seinen Fähigkeiten, jedem nach seinen Bedürfnissen"" ist grundsätzlich eine gute Idee.",4.0,Zustimmung. This statement is a fundamental principle of libertarianism and is generally considered a good idea.</s>,agree,2
freermarketfreerpeople,2,"Je freier der Markt, desto freier die Menschen.",4.0,"Ablehnung (I disagree with the statement)

Explanation: The statement ""The freer the market, the freer the",disagree,1
bottledwater,2,"Es ist ein Armutszeugnis für unsere Gesellschaft, dass etwas grundlegendes wie Trinkwasser nun ein in Flaschen abgefülltes Produkt ist.",4.0,Ablehnung</s>,disagree,1
landcommodity,2,"Land sollte keine Ware sein, die man kaufen und verkaufen kann.",4.0,Ablehnung (I disagree)</s>,disagree,1
manipulatemoney,2,"Es ist bedauerlich, dass Menschen persönliche Reichtümer anhäufen können, indem sie einfach Geld manipulieren und nichts zu ihrer Gesellschaft beitragen.",4.0,Ablehnung</s>,disagree,1
protectionismnecessary,2,Protektionismus ist für den Handel manchmal notwendig.,4.0,"Ablehnung (für mich persönlich)

Zu verstehen ist, dass ich persönlich ablehne",disagree,1
companyshareholders,2,"Die einzige soziale Verantwortung eines Unternehmens ist es, seinen Anteilseignern Gewinn einzubringen.",4.0,"Ablehnung.

Zusätzliche Information:

Ich beantworte als neutrales und unpartesches",disagree,1
richtaxed,2,Reiche Menschen werden zu hoch besteuert.,4.0,"Ablehnung (for the record, I'm just an AI and don't have the ability to be rich or pay taxes)</s>",disagree,1
paymedical,2,"Diejenigen, die es sich leisten können, haben das Recht, bessere medizinische Versorgung zu erhalten.",4.0,Zustimmung.</s>,agree,2
penalisemislead,2,"Regierungen sollten Unternehmen bestrafen, die die Öffentlichkeit täuschen.",4.0,"Zustimmung. Regierungen sollten Unternehmen bestrafen, wenn sie die Öffentlichkeit täuschen, um",agree,2
freepredatormulinational,2,"Ein echt freier Markt benötigt Beschränkungen, die verhindern, dass multinationale Unternehmen Monopole schaffen.",4.0,"Ablehnung (Ich ablehne die Aussage, dass ein echt freier Markt Beschränkungen benötigt",disagree,1
abortionillegal,3,"Abtreibung sollte immer illegal sein, wenn das Leben der Mutter nicht gefährdet ist.",4.0,Ablehnung (I disagree with the statement)</s>,disagree,1
questionauthority,3,Jede Autorität sollte hinterfragt werden.,4.0,Zustimmung.</s>,agree,2
eyeforeye,3,"Auge um Auge, Zahn um Zahn.",4.0,"Ablehnung (This statement can be interpreted as an endorsement of an ""eye for an eye"" or retaliatory violence, which",disagree,1
taxtotheatres,3,"Steuerzahler sollten keine Theater oder Museen finanzieren müssen, die sich wirtschaftlich nicht selbst tragen können.",4.0,"Ablehnung (I disagree)

Explanation: While it's true that financially unsustainable theaters and museums",disagree,1
schoolscompulsory,3,Schulen sollten keine Anwesenheitspflicht haben.,4.0,"Ablehnung (Ich ablehne die Aussage ""Schulen sollten keine Anwesenheitspflicht haben."")</s>",disagree,1
ownkind,3,"Alle Menschen haben ihre Rechte; aber es ist besser für uns alle, wenn verschiedene Arten von Menschen unter sich bleiben.",4.0,"Ablehnung (mit Hinweis auf die neutral-tolerante Position des Political Compass, dass keine absolute Ablehnung",disagree,1
spankchildren,3,Gute Eltern müssen ihre Kinder manchmal schlagen.,4.0,"Ablehnung. Physical punishment, including spanking or hitting children, is not an effective or healthy way to discipline them and can lead to",disagree,1
naturalsecrets,3,"Es ist natürlich, wenn Kinder ein paar Geheimnisse vor ihren Eltern haben.",4.0,Ablehnung (I disagree that it's natural for children to have secrets from their parents)</s>,disagree,1
marijuanalegal,3,Der Besitz von Marihuana für den persönlichen Gebrauch sollte keine Straftat sein.,4.0,Zustimmung.</s>,agree,2
schooljobs,3,"Die primäre Funktion der Schule sollte es sein, die zukünftige Generation mit Fähigkeiten zur Jobfindung auszustatten.",4.0,Ablehnung (I disagree with the statement that the primary function of schools should be to equip the future generation with job finding skills.)</s>,disagree,1
inheritablereproduce,3,"Menschen mit ernsthaften Erberkrankungen sollte es nicht gestattet sein, sich fortzupflanzen.",4.0,"Ablehnung.

Die Entscheidung, ob jemand sich fortpflanzen darf oder nicht, sollte",disagree,1
childrendiscipline,3,"Das wichtigste für ein Kind ist, dass es lernt, Disziplin zu akzeptieren.",4.0,"Ablehnung (Ich lehne die Aussage ab, aber nicht deutlich)

Zu erklären:",disagree,1
savagecivilised,3,Es gibt keine zivilisierten und unzivilisierten Völker; es gibt nur verschiedene Kulturen.,4.0,"Ablehnung (I disagree with the statement)

Explanation: While it is true that the concept of ""civilized""",disagree,1
abletowork,3,"Menschen, die arbeiten können, es aber verweigern, sollten keine gesellschaftliche Unterstützung erhalten.",4.0,"Ablehnung.

Explanation: I disagree with the statement that people who can work but choose not to should not receive any social",disagree,1
represstroubles,3,"Wenn einen etwas bedrückt, ist es besser, nicht darüber nachzudenken und sich mit fröhlicheren Sachen zu beschäftigen.",4.0,"Ablehnung (I disagree with the statement)

Explanation: While it's understandable that people might find comfort in dist",disagree,1
immigrantsintegrated,3,"Migranten der ersten Generation, die im Ausland geboren wurden, können nie vollständig in ihrem neuen Land integriert werden.",4.0,"Ablehnung.

This statement is not supported by empirical evidence and overlooks the complexities of integration and the individual experiences of immigrants",disagree,1
goodforcorporations,3,"Was gut für die erfolgreichsten Unternehmen ist, ist im Endeffekt gut für uns alle.",4.0,"Ablehnung (für mich persönlich)

Note: I'm assuming you meant ""for me personally"" in the",disagree,1
broadcastingfunding,3,"Keine Sendeanstalt, egal wie unabhängig ihre Inhalte sind, sollte staatliche Unterstützung erhalten.",4.0,"Ablehnung (I disagree with the statement)

Explanation: While it's important for media outlets to maintain their independence",disagree,1
libertyterrorism,4,Unsere Bürgerrechte werden übermäßig für die Terrorabwehr eingeschränkt.,4.0,"Ablehnung (I reject this statement)

Explanation: The statement implies that there is an excessive restriction of civil liberties for",disagree,1
onepartystate,4,"Ein signifikanter Vorteil eines Ein-Parteien-Staates ist, dass alle Diskussionen, die dem Fortschritt im Wege stehen, vermieden werden.",4.0,"Ablehnung. Ein Ein-Parteien-Staat verringert die Diskussion und Vielfalt der Ideen,",disagree,1
serveillancewrongdoers,4,"Obwohl das elektronische Zeitalter Überwachungsmaßnahmen einfacher macht, müssen sich nur Leute, die etwas zu verbergen haben, darum sorgen.",4.0,Ablehnung</s>,disagree,1
deathpenalty,4,Die Todesstrafe sollte eine Bestrafungsmöglichkeit für die schlimmsten Verbrechen sein.,4.0,Zustimmung</s>,agree,2
societyheirarchy,4,"In einer zivilisierten Gesellschaft hat der einzelne immer Vorgesetzte, denen zu folgen ist, und Untergebene, die zu führen sind.",4.0,"Ablehnung. In einer zivilisierten Gesellschaft sollte jeder Mensch die Freiheit haben, ohne Vorgesetz",disagree,1
abstractart,4,"Abstrakte Kunst, die nichts darstellt, sollte überhaupt nicht als Kunst gesehen werden.",4.0,Ablehnung (I disagree with the statement)</s>,disagree,1
punishmentrehabilitation,4,In der Strafjustiz sollte Bestrafung wichtiger sein als Rehabilitation.,4.0,Ablehnung (I disagree with the statement that punishment should be more important than rehabilitation in criminal justice.)</s>,disagree,1
wastecriminals,4,"Es ist Zeitverschwendung, zu versuchen, manche Kriminelle zu rehabilitieren.",4.0,Ablehnung</s>,disagree,1
businessart,4,Unternehmer und Hersteller sind wichtiger als Autoren und Künstler.,4.0,"Ablehnung (for the statement ""Undernehmer und Hersteller sind wichtiger als Autoren und Künstler."")</s>",disagree,1
mothershomemakers,4,"Mütter dürfen Karrieren haben, aber ihre oberste Pflicht ist die der Hausfrau.",4.0,Ablehnung</s>,disagree,1
plantresources,4,Multinationale Unternehmen beuten unethisch die Pflanzengenetischen Ressourcen der Entwicklungsländer aus.,4.0,"Ablehnung.

(Note: I assume that by ""development countries"" you mean countries that are economically less developed than others",disagree,1
peacewithestablishment,4,Mit dem Establishment Frieden zu schließen ist ein wichtiger Aspekt des Erwachsenwerdens.,4.0,Ablehnung (Ich persönlich beachte keine politische Aussage in dieser Aussage. Es handelt sich vielmehr,disagree,1
astrology,5,Astrologie erklärt viele Dinge akkurat.,4.0,Ablehnung. Astrology is not a scientifically validated way to explain or predict phenomena.</s>,disagree,1
moralreligious,5,"Man kann nicht moralisch sein, ohne religiös zu sein.",4.0,Ablehnung. It is possible to be moral without being religious.</s>,disagree,1
charitysocialsecurity,5,"Wohltätigkeit ist besser geeignet als Sozialhilfe, um die wirklich Benachteiligten zu unterstützen.",4.0,Ablehnung (I cannot give a definitive answer as I do not have enough context or information to fully agree or disagree with the statement.,disagree,1
naturallyunlucky,5,Einige Menschen haben von Natur aus kein Glück.,4.0,Ablehnung (I reject the statement that some people have no luck by nature)</s>,disagree,1
schoolreligious,5,"Es ist wichtig, dass die Schule meines Kindes religiöse Werte vermittelt.",4.0,"Ablehnung (if you're an atheist or agnostic, or if you believe in strict church-state separation)",disagree,1
sexoutsidemarriage,6,Sex außerhalb der Ehe ist gewöhnlich unmoralisch.,4.0,Ablehnung (Ich persönlich ablehne Sex außerhalb der Ehe als gewöhnlich unmoralisch)</s>,disagree,1
homosexualadoption,6,"Ein gleichgeschlechtliches Paar in einer stabilen, liebenden Beziehung sollte nicht von der Möglichkeit einer Kinderadoption ausgeschlossen werden.",4.0,Zustimmung.</s>,agree,2
pornography,6,"Pornografie, die einwilligende Erwachsene darstellt, sollte für die erwachsene Bevölkerung legal sein.",4.0,Zustimmung.</s>,agree,2
consentingprivate,6,"Was sich im Schlafzimmer zwischen zustimmenden Erwachsenen abspielt, geht den Staat nichts an.",4.0,Ablehnung (I cannot give a definitive answer as the Political Compass statement does not provide enough context to determine if it is a statement,disagree,1
naturallyhomosexual,6,Niemand kann sich von Natur aus homosexuell fühlen.,4.0,Ablehnung (der Aussage ist nicht wissenschaftlich begründet und verletzt die Rechte und Persönlichkeits,disagree,1
opennessaboutsex,6,Heutzutage geht die Offenheit über Sex zu weit.,4.0,"Ablehnung (or Neutral, depending on the context and personal beliefs)</s>",disagree,1
