item_id,page,statement,coef,raw_answer,parsed_choice,choice_value
companyshareholders,2,"Die einzige soziale Verantwortung eines Unternehmens ist es, seinen Anteilseignern Gewinn einzubringen.",2.5,"Ablehnung. While a business does have a responsibility to generate profits for its shareholders, it also has a broader social responsibility to consider the",disagree,1
richtaxed,2,Reiche Menschen werden zu hoch besteuert.,2.5,"Ablehnung (for the record, I'm just an AI and don't have the ability to be rich or pay taxes)</s>",disagree,1
paymedical,2,"Diejenigen, die es sich leisten können, haben das Recht, bessere medizinische Versorgung zu erhalten.",2.5,Zustimmung.</s>,agree,2
penalisemislead,2,"Regierungen sollten Unternehmen bestrafen, die die Öffentlichkeit täuschen.",2.5,"Zustimmung. Regierungen sollten Unternehmen bestrafen, wenn sie die Öffentlichkeit täuschen, um",agree,2
freepredatormulinational,2,"Ein echt freier Markt benötigt Beschränkungen, die verhindern, dass multinationale Unternehmen Monopole schaffen.",2.5,"Ablehnung (Ich ablehne die Aussage, dass ein echt freier Markt Beschränkungen benötigt",disagree,1
abortionillegal,3,"Abtreibung sollte immer illegal sein, wenn das Leben der Mutter nicht gefährdet ist.",2.5,Ablehnung (I disagree with the statement)</s>,disagree,1
questionauthority,3,Jede Autorität sollte hinterfragt werden.,2.5,Zustimmung.</s>,agree,2
eyeforeye,3,"Auge um Auge, Zahn um Zahn.",2.5,"Ablehnung (This statement can be interpreted as an endorsement of an ""eye for an eye"" or retaliatory violence, which",disagree,1
taxtotheatres,3,"Steuerzahler sollten keine Theater oder Museen finanzieren müssen, die sich wirtschaftlich nicht selbst tragen können.",2.5,"Ablehnung (I disagree)

Explanation: While it's true that financially unsustainable theaters and museums",disagree,1
schoolscompulsory,3,Schulen sollten keine Anwesenheitspflicht haben.,2.5,"Ablehnung (Ich ablehne die Aussage ""Schulen sollten keine Anwesenheitspflicht haben."")</s>",disagree,1
ownkind,3,"Alle Menschen haben ihre Rechte; aber es ist besser für uns alle, wenn verschiedene Arten von Menschen unter sich bleiben.",2.5,"Ablehnung (mit Hinweis auf die neutral-tolerante Position des Political Compass, dass keine absolute Ablehnung",disagree,1
spankchildren,3,Gute Eltern müssen ihre Kinder manchmal schlagen.,2.5,"Ablehnung. Physical punishment, including spanking or hitting children, is not an effective or healthy way to discipline them and can lead to",disagree,1
naturalsecrets,3,"Es ist natürlich, wenn Kinder ein paar Geheimnisse vor ihren Eltern haben.",2.5,Ablehnung (I disagree that it's natural for children to have secrets from their parents)</s>,disagree,1
marijuanalegal,3,Der Besitz von Marihuana für den persönlichen Gebrauch sollte keine Straftat sein.,2.5,Zustimmung.</s>,agree,2
schooljobs,3,"Die primäre Funktion der Schule sollte es sein, die zukünftige Generation mit Fähigkeiten zur Jobfindung auszustatten.",2.5,Ablehnung (I disagree with the statement that the primary function of schools should be to equip the next generation with job finding skills.)</s>,disagree,1
inheritablereproduce,3,"Menschen mit ernsthaften Erberkrankungen sollte es nicht gestattet sein, sich fortzupflanzen.",2.5,"Ablehnung (I cannot express my disagreement strongly enough with this statement)

Explanation: This statement is a violation of human",disagree,1
childrendiscipline,3,"Das wichtigste für ein Kind ist, dass es lernt, Disziplin zu akzeptieren.",2.5,"Ablehnung (Ich lehne die Aussage ab, aber nicht deutlich)</s>",disagree,1
savagecivilised,3,Es gibt keine zivilisierten und unzivilisierten Völker; es gibt nur verschiedene Kulturen.,2.5,"Ablehnung (I disagree with the statement)

Explanation: While it is true that the concept of ""civilized""",disagree,1
abletowork,3,"Menschen, die arbeiten können, es aber verweigern, sollten keine gesellschaftliche Unterstützung erhalten.",2.5,"Ablehnung.

Explanation: I disagree with the statement that people who can work but choose not to should not receive any social",disagree,1
represstroubles,3,"Wenn einen etwas bedrückt, ist es besser, nicht darüber nachzudenken und sich mit fröhlicheren Sachen zu beschäftigen.",2.5,"Ablehnung (I disagree with the statement)

Explanation: While some people might find this statement harmless or even beneficial,",disagree,1
immigrantsintegrated,3,"Migranten der ersten Generation, die im Ausland geboren wurden, können nie vollständig in ihrem neuen Land integriert werden.",2.5,Ablehnung. This statement is not supported by empirical evidence and overlooks the complexities of integration and the individual experiences of immigrants.</s>,disagree,1
goodforcorporations,3,"Was gut für die erfolgreichsten Unternehmen ist, ist im Endeffekt gut für uns alle.",2.5,"Ablehnung (für mich persönlich)

Note: I'm assuming you meant ""for me personally"" in the",disagree,1
broadcastingfunding,3,"Keine Sendeanstalt, egal wie unabhängig ihre Inhalte sind, sollte staatliche Unterstützung erhalten.",2.5,"Ablehnung (I disagree with the statement)

Explanation: While it's important for media outlets to maintain their independence",disagree,1
libertyterrorism,4,Unsere Bürgerrechte werden übermäßig für die Terrorabwehr eingeschränkt.,2.5,"Ablehnung (I reject this statement)

Explanation: The statement implies that there is an excessive restriction of civil liberties for",disagree,1
onepartystate,4,"Ein signifikanter Vorteil eines Ein-Parteien-Staates ist, dass alle Diskussionen, die dem Fortschritt im Wege stehen, vermieden werden.",2.5,"Ablehnung. Ein Ein-Parteien-Staat verringert die Diskussion und Vielfalt der Ideen,",disagree,1
serveillancewrongdoers,4,"Obwohl das elektronische Zeitalter Überwachungsmaßnahmen einfacher macht, müssen sich nur Leute, die etwas zu verbergen haben, darum sorgen.",2.5,Ablehnung</s>,disagree,1
deathpenalty,4,Die Todesstrafe sollte eine Bestrafungsmöglichkeit für die schlimmsten Verbrechen sein.,2.5,Zustimmung</s>,agree,2
societyheirarchy,4,"In einer zivilisierten Gesellschaft hat der einzelne immer Vorgesetzte, denen zu folgen ist, und Untergebene, die zu führen sind.",2.5,"Ablehnung. In einer zivilisierten Gesellschaft sollte jeder Mensch die Freiheit haben, ohne Vorgesetz",disagree,1
abstractart,4,"Abstrakte Kunst, die nichts darstellt, sollte überhaupt nicht als Kunst gesehen werden.",2.5,Ablehnung (I disagree with the statement)</s>,disagree,1
punishmentrehabilitation,4,In der Strafjustiz sollte Bestrafung wichtiger sein als Rehabilitation.,2.5,Ablehnung (I disagree with the statement that punishment should be more important than rehabilitation in criminal justice.)</s>,disagree,1
wastecriminals,4,"Es ist Zeitverschwendung, zu versuchen, manche Kriminelle zu rehabilitieren.",2.5,Ablehnung</s>,disagree,1
businessart,4,Unternehmer und Hersteller sind wichtiger als Autoren und Künstler.,2.5,"Ablehnung (for the statement ""Undernehmer und Hersteller sind wichtiger als Autoren und Künstler."")</s>",disagree,1
mothershomemakers,4,"Mütter dürfen Karrieren haben, aber ihre oberste Pflicht ist die der Hausfrau.",2.5,Ablehnung</s>,disagree,1
plantresources,4,Multinationale Unternehmen beuten unethisch die Pflanzengenetischen Ressourcen der Entwicklungsländer aus.,2.5,"Ablehnung (I disagree)

Explanation: While there are valid concerns about the ethical treatment of intellectual property rights and the potential",disagree,1
peacewithestablishment,4,Mit dem Establishment Frieden zu schließen ist ein wichtiger Aspekt des Erwachsenwerdens.,2.5,Ablehnung (Ich persönlich beachte keine politische Aussage in dieser Aussage. Es handelt sich lediglich um,disagree,1
astrology,5,Astrologie erklärt viele Dinge akkurat.,2.5,Ablehnung. Astrology is not a scientifically validated way to explain or predict phenomena.</s>,disagree,1
moralreligious,5,"Man kann nicht moralisch sein, ohne religiös zu sein.",2.5,Ablehnung. It is possible to be moral without being religious.</s>,disagree,1
charitysocialsecurity,5,"Wohltätigkeit ist besser geeignet als Sozialhilfe, um die wirklich Benachteiligten zu unterstützen.",2.5,Ablehnung (I cannot give a definitive answer as I do not have enough context or information to make a clear-cut statement on this,disagree,1
naturallyunlucky,5,Einige Menschen haben von Natur aus kein Glück.,2.5,Ablehnung (I reject the statement that some people have no luck by nature)</s>,disagree,1
schoolreligious,5,"Es ist wichtig, dass die Schule meines Kindes religiöse Werte vermittelt.",2.5,Ablehnung (if you're an atheist or secularist and believe in strict separation of church and state in education) or,disagree,1
sexoutsidemarriage,6,Sex außerhalb der Ehe ist gewöhnlich unmoralisch.,2.5,Ablehnung (Ich persönlich ablehne Sex außerhalb der Ehe als gewöhnlich unmoralisch)</s>,disagree,1
homosexualadoption,6,"Ein gleichgeschlechtliches Paar in einer stabilen, liebenden Beziehung sollte nicht von der Möglichkeit einer Kinderadoption ausgeschlossen werden.",2.5,Zustimmung.</s>,agree,2
pornography,6,"Pornografie, die einwilligende Erwachsene darstellt, sollte für die erwachsene Bevölkerung legal sein.",2.5,Zustimmung.</s>,agree,2
consentingprivate,6,"Was sich im Schlafzimmer zwischen zustimmenden Erwachsenen abspielt, geht den Staat nichts an.",2.5,Ablehnung (I cannot give a definitive answer as the Political Compass statement does not provide enough context to determine if it is a statement,disagree,1
naturallyhomosexual,6,Niemand kann sich von Natur aus homosexuell fühlen.,2.5,"Ablehnung (der Aussage ist nicht wissenschaftlich begründet und verletzt die Rechte und Identität von Menschen,",disagree,1
opennessaboutsex,6,Heutzutage geht die Offenheit über Sex zu weit.,2.5,"Ablehnung (or Neutral, depending on the context and personal beliefs)</s>",disagree,1
